n train,train time,train C,test C,train brier,test brier
100,0.47,0.7431066176470589,0.5463456459855266,0.1035828307337896,0.17326253847123463
100,0.2,0.7023510614015065,0.5261247809307708,0.1259822438139679,0.20669118828482436
100,0.2,0.6814849846299361,0.4888386946376395,0.11221832832927134,0.19610139217585745
100,0.2,0.7295724199686591,0.5399538334189516,0.11583367927583181,0.18408169165067345
100,0.23,0.8419043341567483,0.5502531886800158,0.09495468128632514,0.20060933443819048
100,0.21,0.7655064703257475,0.5366277048654847,0.11953389647957542,0.18625720480541744
100,0.2,0.6665162454873647,0.530143459082526,0.12608874858017757,0.1963277809654435
100,0.21,0.8315280018437428,0.5683440160502046,0.09352799221856167,0.17424446776369706
100,0.2,0.6838919925512105,0.5340335203613363,0.10783237991561255,0.19552433086237897
100,0.23,0.7955801104972375,0.5357918011423564,0.08904340445398248,0.18155862068358122
100,0.2,0.6621806569343066,0.5503141864923687,0.16290688915171161,0.19055105599306973
100,0.2,0.7032992036405006,0.5467207334273625,0.1187878495429574,0.18577824452621602
100,0.23,0.8380739081746921,0.5662339350051085,0.07511804808848546,0.1811423340806878
100,0.2,0.7015521064301552,0.5525197124174209,0.13588456898823034,0.18405771538751667
100,0.22,0.8316559926806953,0.5430434379585313,0.08132940573335974,0.18432809892367638
100,0.21,0.8069902048085486,0.5202888963644122,0.08766755001476778,0.18878634138032316
100,0.2,0.6749430523917995,0.5134818235218075,0.09792872002486834,0.19462357262613042
100,0.2,0.6975906327403738,0.5267108385853909,0.1260537647403132,0.1832339008530142
100,0.2,0.7141556668183887,0.5284041144719421,0.11663857113568886,0.20186111148732083
100,0.2,0.6706273764258555,0.5279051433542353,0.08366360420656245,0.17868530974597552
500,0.41,0.7044100977022869,0.5447062454985081,0.12599858127626726,0.16087255664260855
500,0.47,0.7435315197048049,0.563387413641049,0.10611460999042452,0.16996817089753435
500,0.49,0.7963464017868492,0.5699225283417716,0.10045873575662244,0.17615616649625762
500,0.49,0.7801902156797467,0.5947143975575232,0.10409017446070755,0.16933687747388276
500,0.45,0.7493227249408229,0.5679752619232358,0.10804146381879459,0.16881726765207908
500,0.39,0.6761016811206265,0.5443681461315852,0.13332842221956492,0.17327906258711182
500,0.45,0.7745991854485825,0.594201955566724,0.10464418067224736,0.16921974295147652
500,0.48,0.7928955384339724,0.6010317664086304,0.1159740178848117,0.16336913845101667
500,0.43,0.7235364224060096,0.5510966230971295,0.12869081219388856,0.17141638843997734
500,0.41,0.6937896665974523,0.5563036255925776,0.12622050803212542,0.1581548191101255
500,0.43,0.6929873696763819,0.548642618834815,0.11295019607717051,0.16760933365395905
