	n train	train time	train score	test score
0	50	0.33	0.8293838862559242	0.5317381699230328
1	50	0.32	0.8298887122416534	0.5563544139140953
2	50	0.27	0.5305810397553516	0.48739773106359696
3	50	0.27	0.6889952153110048	0.514505449143329
4	50	0.33	0.8630769230769231	0.5220893702705491
5	500	1.27	0.683499954695098	0.6011979475413456
6	500	1.98	0.8709464030669773	0.6429239135912986
7	500	1.74	0.8338507480338241	0.6537793006952728
8	500	1.69	0.8224834053955301	0.6416123272317968
9	500	1.79	0.8332710894668439	0.6414515289040994
10	1000	3.33	0.8207737919440217	0.674168288649798
11	1000	2.68	0.7336615834363039	0.6516079232775979
12	1000	3.15	0.7844914099126762	0.6521398177458955
13	1000	2.4	0.6722782019695039	0.6246997031230875
14	1000	3.15	0.7823812466063772	0.6578571582855538
15	2000	2.99	0.7568842153453295	0.6822178049348286
16	2000	2.98	0.7574753483548033	0.6738055924218388
17	2000	3.27	0.7746536782845215	0.6861102644532497
18	2000	2.69	0.741093487428713	0.6702350295556926
19	2000	3.66	0.8013556231401369	0.6809245183850088
20	5000	4.2	0.7519843199505716	0.6976031449272928
21	5000	4.32	0.7606647282407998	0.702505693940783
22	5000	5.88	0.778740772565715	0.6940976813841137
23	5000	4.73	0.7704187541038826	0.7030468883123615
24	5000	3.8	0.7332887608159204	0.6785287433010697
