	n train	train time	train score	test score
0	50	0.26	0.5	0.5
1	50	0.28	0.5	0.5
2	50	0.26	0.5	0.5
3	50	0.26	0.5	0.5
4	50	0.25	0.5	0.5
5	50	0.25	0.5	0.5
6	50	0.25	0.5	0.5
7	50	0.26	0.5	0.5
8	50	0.27	0.5	0.5
9	50	0.27	0.5	0.5
10	50	0.27	0.5	0.5
11	50	0.27	0.5	0.5
12	50	0.27	0.5	0.5
13	50	0.27	0.5	0.5
14	50	0.25	0.5	0.5
15	50	0.27	0.5	0.5
16	50	0.28	0.5	0.5
17	50	0.26	0.5	0.5
18	50	0.26	0.5	0.5
19	50	0.26	0.5	0.5
20	500	1.37	0.7990428804740021	0.636279575676364
21	500	1.37	0.7912258187176197	0.6425344697501613
22	500	1.42	0.7956920890750332	0.6441809016282242
23	500	1.33	0.803401011368389	0.6544480436795342
24	500	1.4	0.807118630620624	0.6459338428326958
25	500	1.44	0.7989539789254686	0.6584870677446918
26	500	1.41	0.7977544277536593	0.6501751751156132
27	500	1.43	0.7996055263352841	0.6552715571306507
28	500	1.4	0.7937753797563544	0.6505797915511328
29	500	1.37	0.8060345230855592	0.6578807381155822
30	500	1.35	0.8115812323863204	0.6418394815197394
31	500	1.33	0.7943813450542612	0.6104406510992476
32	500	1.37	0.8069135197300201	0.6485287432375503
33	500	1.47	0.7863600869311607	0.6377570206901805
34	500	1.47	0.7987701301042922	0.6278712891317645
35	500	1.44	0.8040936511123221	0.6558017236660153
36	500	1.37	0.8013851266977888	0.6608981056810528
37	500	1.3	0.8024576109735188	0.6448919555112329
38	500	1.37	0.7980501660045676	0.6464848352140063
39	500	1.44	0.7997462781239506	0.646965019719101
40	1000	6.99	0.804299225730733	0.6627670765986514
41	1000	7.43	0.7944896835516402	0.6483044191255048
42	1000	7.93	0.7981518689772623	0.6604274415626763
43	1000	7.34	0.8003161662690709	0.6670917122653522
44	1000	7.75	0.8092309872299465	0.6597330483564242
45	1000	7.5	0.7998752110932038	0.6665359596906827
46	1000	7.34	0.8016323819014401	0.6622541657642134
47	1000	7.38	0.8045134990048923	0.666694831144041
48	1000	7.37	0.8001755172243875	0.6703060328310536
49	1000	7.51	0.8076023596752526	0.6705363071847978
50	2000	35.3	0.8064791038116373	0.6813752674633644
51	2000	37.99	0.7999561444539717	0.669498585032524
52	2000	38.24	0.8039237207721396	0.6685816527867362
53	2000	37.18	0.8038765182186235	0.681321715288075
54	2000	36.74	0.8084583117232371	0.6826515943077608
55	2000	37.64	0.8080012297069936	0.678775011840981
56	2000	36.6	0.8028407667974502	0.678372180477971
57	2000	35.47	0.8032556410059671	0.6763485032762031
58	2000	36.46	0.798792222950704	0.6755440305985229
59	2000	38.48	0.8101229852050214	0.682282679322434
60	5000	142.84	0.8057338664246858	0.6941760224300311
61	5000	144.76	0.8009436726943558	0.6850019397787939
62	5000	141.78	0.8018473987390506	0.6835238997408075
63	5000	145.2	0.8038544675082973	0.6885827952331424
64	5000	146.45	0.8060061930156873	0.6931323500360584
