	n train	train time	train C	test C	train brier	test brier
56	1000	1.0	0.749808270358254	0.6374835069774786	0.1463147756148926	0.1682287727338422
57	1000	0.93	0.6879134341476966	0.5970789387439346	0.17019745393866192	0.17829270353246363
58	1000	1.02	0.7748416540778625	0.6449770049068695	0.14100391424008518	0.164093755218249
59	1000	0.99	0.7530707201694946	0.6312225483118472	0.13545226125911733	0.15861547989182262
60	2000	2.3	0.8172599532819995	0.7157287345797694	0.11791502555792317	0.1433324029883308
61	2000	1.65	0.773604412333685	0.662482186399696	0.13863294206525537	0.16176064558923134
62	2000	1.65	0.7826976853106073	0.6748186548509508		
63	2000	1.8	0.830549304220734	0.6846744250374732	0.111836950612551	0.15787487176681447
64	2000	1.63	0.7686013244957853	0.6505481391781065	0.14057443111241644	0.1637969588015777
65	2000	2.37	0.8060387640638541	0.6810580298797053		
66	2000	2.06	0.7792926370811036	0.6725529409693212	0.1310644657490818	0.16180171480104136
67	2000	1.59	0.7491661663185776	0.6482009186677443		
68	2000	1.6	0.7771370270402237	0.6609841116033064	0.12233173739557739	0.144527501169082
69	2000	1.59	0.7594347323756337	0.667713662385344	0.1436521410062802	0.16304299408495487
70	2000	1.73	0.8094877903547869	0.6730664043308136	0.1086418413042808	0.13710226295348057
71	2000	1.55	0.7428786016349282	0.652835720691835	0.15274669289826315	0.1662380540203696
72	2000	1.61	0.7620376439422425	0.6611067975392382		
73	2000	2.17	0.7678475598477288	0.665234384096722	0.1420284171200893	0.162481003915269
74	2000	1.65	0.7782656910686158	0.673346423619769	0.13209732389891654	0.15945610310173738
75	2000	1.72	0.7840237936452833	0.6593602269235422		
76	2000	1.7	0.7939706915085828	0.663046484905938	0.12886447856337227	0.1623716057855328
77	2000	1.56	0.7384311982034358	0.642967738710764	0.1445849954435676	0.16577798123272036
78	2000	1.74	0.782276223018945	0.6700844544991376	0.13007894272189283	0.15863263018490528
79	2000	1.64	0.777133515557736	0.6692892678773572		
80	5000	6.91	0.8079803060263752	0.7460957756846699	0.11944403830478571	0.13552005350949686
81	5000	3.53	0.7981768002892531	0.7149409318337628	0.11960031025030704	0.1441340609884317
82	5000	3.41	0.7908140892096821	0.7144720557221346	0.1260262716076521	0.146425303537814
83	5000	3.73	0.8084309393234316	0.7219522058760883	0.1149991356353981	0.14157729824249668
84	5000	3.53	0.7991120607665829	0.7199534475031992	0.11699697452831058	0.1457175755379915
85	5000	3.53	0.7898889831017369	0.7275667914163012	0.1198557085261195	0.1380728515260207
86	5000	3.62	0.7936994415534631	0.7176678539560251	0.12057639653488443	0.14542272820245142
87	5000	3.83	0.8253666066468902	0.7266631186196923	0.10909225988354047	0.14441831756467827
88	5000	3.52	0.7975410808067545	0.7140168113811654	0.11956379687922436	0.14508003760037833
89	5000	3.61	0.8036466675003036	0.7218107762555003		
90	5000	3.61	0.8023703496084233	0.7186351416823763	0.11884542031570226	0.14595678396467757
91	5000	3.41	0.790308848705558	0.70992614420255	0.06998160170637957	0.07955295611628653
92	5000	3.61	0.8027988855197185	0.7255163459129964	0.11368231937794532	0.1400994454998927
93	5000	3.7	0.8175779978281437	0.7208804079080173		
94	5000	3.4	0.7740783422345591	0.6941019304291225	0.11636071772618868	0.1311443188686984
95	5000	3.6	0.8036345455225916	0.7222890242094567	0.11219707675139905	0.1405326160980222
96	5000	3.3	0.7648108851525779	0.7047162518537788	0.13607153128166283	0.14879230204443253
97	5000	3.49	0.792653013797477	0.7196257170169369		
98	5000	3.6	0.8096765419484675	0.7245706418235219	0.11135668842881351	0.14149450835795085
99	5000	3.53	0.7972968461654653	0.7157463422835374		
