	n train	train time	train C	test C	train brier	test brier
0	100	0.44	0.6641414141414141	0.539350093974019		
1	100	0.49	0.795401764979099	0.5406701037661742		
2	100	0.55	0.8628919045390735	0.581788067997544	0.110355492280576	0.1834147009804867
3	100	0.42	0.6121751025991792	0.5263442487843585		
4	100	0.41	0.4976120081874005	0.4986123993449934	0.203155611590486	0.19010201613144265
5	100	0.4	0.6346897022050466	0.5084315341478695	0.17757988635394528	0.1927679808873376
6	100	0.45	0.7837465564738292	0.5422758127517263	0.15966400256611626	0.18853419471212576
7	100	0.46	0.81699196326062	0.5408842361636108	0.1424740781518167	0.18531622263131978
8	100	0.52	0.8314942528735633	0.5720214723107498	0.13427034101646487	0.18873010007479551
9	100	0.46	0.8101065035123499	0.5511092001388168	0.14789902723755147	0.1862518077475603
10	100	0.43	0.5451451905626135	0.4785924401607867	0.18900859853558075	0.19591182520946518
11	100	0.49	0.8262140287769785	0.5422775167230587	0.12438506475163108	0.18937088413214584
12	100	0.41	0.613998613998614	0.5160994051436079	0.1827725961237727	0.19048677788233834
13	100	0.51	0.8318807339449541	0.5362676098337321	0.1373893300395707	0.19063032471743876
14	100	0.41	0.5243873423744944	0.4800973308425059	0.14704905598444362	0.16401435545172227
15	100	0.43	0.7661714285714286	0.5495600062024556		
16	100	0.5	0.8418224299065421	0.5458496086261845	0.1392419242389029	0.1936012498897696
17	100	0.49	0.8055241113878198	0.5321780786360051	0.13346581028469548	0.18638781703986126
18	100	0.41	0.5526079136690647	0.5150165313618764	0.1887760654483058	0.19055037766913818
19	100	0.41	0.5075	0.5256518684329655		
20	500	0.86	0.8027988316970419	0.6509766879682016		
21	500	0.67	0.722783181704597	0.6079687355339933	0.15597564005845754	0.17449744234610373
22	500	0.68	0.7707054206800729	0.6199274903399026	0.14653424246451677	0.17365917943504508
23	500	0.73	0.801896321100667	0.6063400229354541	0.14608886713170588	0.18018195574110815
24	500	0.68	0.757588243373163	0.5938925123523722	0.14985502004758022	0.17753627712100842
25	500	0.7	0.7744215583411563	0.6127157156707995	0.12918972361767767	0.1779854498613257
26	500	0.66	0.7170860975233463	0.5772100650178661	0.1691420899662938	0.18410099121630005
27	500	0.72	0.7672663424678942	0.581867586659722	0.14665401475184434	0.18147904269771611
28	500	0.75	0.8219431883845286	0.6202256853230701		
29	500	0.7	0.7603983969611326	0.5920079200587529	0.14841646080843773	0.17973964175594612
30	500	0.68	0.7661739138433801	0.5914546973661715	0.15610046429458949	0.1789960385507499
31	500	0.64	0.6614446715751009	0.5726462617992915		
32	500	0.73	0.7941476505132753	0.6086415202150639		
33	500	0.69	0.7481879194630873	0.6009639933817753	0.1547418549712907	0.17736053048420267
34	500	0.73	0.7716913234706118	0.5975833142583209	0.1403988687358537	0.17704142979847962
35	500	0.75	0.8109650942961221	0.6180519858933893	0.13547985578057148	0.17097300851818018
36	500	0.66	0.7130926724137931	0.5998796996239335	0.15651066924005838	0.1760340318140109
37	500	0.68	0.7448092955108172	0.5984977788733682		
38	500	0.66	0.7016900277412761	0.5695325381845776	0.1676339004463534	0.17470377325979647
39	500	0.71	0.7520088667220837	0.597909908763695	0.14817484558234598	0.17410178012833707
40	1000	1.21	0.8069449343343884	0.691334112994883		
41	1000	1.03	0.7872884681980838	0.6347440890654455		
42	1000	1.03	0.7764832220964873	0.6395487202323308	0.1425469798257257	0.16759327703698715
43	1000	1.09	0.8139954955464762	0.6543976944131892	0.1330887420548553	0.1693626915791053
44	1000	1.02	0.7958545365406352	0.6388109006454076	0.1320608469117048	0.16882299524973152
45	1000	0.99	0.7444077841723657	0.6168876054829253	0.15020219602286836	0.1730061168789917
46	1000	1.02	0.7534664422985335	0.6214954279609199	0.145694809222438	0.1717803673771541
47	1000	1.03	0.7696034327635131	0.6358868858390326	0.1461205872371217	0.16899206884120363
48	1000	1.06	0.7895516656023961	0.6449980205533022	0.12630678506996293	0.15550665071851738
49	1000	0.96	0.7342760280906129	0.6010026167319761	0.15275249420362103	0.17630283062438326
50	1000	1.02	0.7776964167544077	0.6270552024232744	0.14145241406351916	0.1627025269928836
51	1000	0.96	0.7327570948138533	0.6143447122645609	0.15645575938184075	0.1720944490493879
52	1000	0.96	0.7354306154269468	0.614235090108844	0.1561716042188656	0.17498252044486698
53	1000	0.96	0.7291987638017681	0.6218501379932784	0.15494072507457843	0.17549042284443164
54	1000	0.96	0.7130962690130901	0.6087085430874711	0.14940946939942754	0.17616504080331216
55	1000	1.0	0.7709227088507705	0.6219853197189811		
