	n train	train time	train score	test score
0	50	0.16	0.9448818897637795	0.5639859241082372
1	50	0.15	0.9517625231910947	0.5370902366054109
2	50	0.11	0.9421252371916509	0.5657412454093885
3	50	0.13	0.9459203036053131	0.525981730377888
4	50	0.12	0.926073926073926	0.5753970001261451
5	500	10.86	0.8679497892058187	0.6295433070491323
6	500	7.19	0.8403441228195256	0.6165747552665589
7	500	140.54	0.8849447487986837	0.6210314862989734
8	500	25.0	0.8900897304285008	0.5882159033299933
9	500	42.71	0.8858619116567824	0.5992065947718797
10	1000	26.29	0.8268098158051664	0.6395242424747293
11	1000	15.4	0.7914541555581315	0.6359802785189135
12	1000	3.85	0.754000240261744	0.6495718206073531
13	1000	27.13	0.8195512062793868	0.614717089808188
14	1000	6.41	0.7689345910382418	0.6281937922318405
15	2000	3.44	0.6999884755519177	0.6592379882470826
16	2000	5.43	0.7091721848582768	0.6585364547507919
17	2000	366.42	0.8012930362984889	0.6350568010072569
18	2000	452.62	0.7980763276970707	0.6309957610478137
19	2000	5.29	0.7015273535795924	0.6583769882732636
20	5000	69.31	0.7170610433196419	0.6848567538813427
21	5000	7.1	0.6751499238653205	0.664646757951308
22	5000	8.54	0.6862365375322177	0.6650162679608046
23	5000	4.79	0.67091118087479	0.66378099778413
24	5000	3.98	0.6619214886657016	0.6587244823884746
