	n train	train time	train score	test score
0	50	0.09	0.9448818897637795	0.5639859241082372
1	50	0.08	0.9517625231910947	0.5370902366054109
2	50	0.06	0.9421252371916509	0.5657412454093885
3	50	0.07	0.9459203036053131	0.525981730377888
4	50	0.07	0.926073926073926	0.5753967026140602
5	50	0.08	0.960552268244576	0.48101396878741215
6	50	0.07	0.9500978473581213	0.5850598951329403
7	50	0.06	0.9464816650148662	0.5602860638199124
8	50	0.07	0.9357277882797732	0.595626334341701
9	50	0.06	0.9389312977099237	0.587210312482893
10	50	0.06	0.9397363465160076	0.5594827811905719
11	50	0.07	0.9301397205588823	0.5911898341310624
12	50	0.06	0.9356388088376562	0.5113721019347806
13	50	0.09	0.9375	0.5616361736613741
14	50	0.05	0.9515810276679841	0.5200767105159811
15	50	0.07	0.9266802443991853	0.521602352487558
16	50	0.08	0.945127719962157	0.5898754257397936
17	50	0.07	0.9526159921026653	0.49533798562897624
18	50	0.06	0.948663101604278	0.5778047654295717
19	50	0.08	0.9264705882352942	0.5346726534031813
20	500	4.7	0.8690037601124235	0.6289923146678218
21	500	7.26	0.8587480393554827	0.6141036198890399
22	500	9.23	0.8845521006675018	0.6212546203626791
23	500	2.02	0.8276111174480058	0.6037472242122475
24	500	34.9	0.8859114981057976	0.5991976694093314
25	500	23.47	0.885361484078519	0.617696970850956
26	500	3.62	0.8486783971723847	0.6278451080682897
27	500	3.2	0.854776279724424	0.6313837168065767
28	500	6.2	0.8786659648067379	0.6223101932400494
29	500	7.14	0.8797773307760678	0.6086341577194866
30	500	6.25	0.8786750704547186	0.6170704104000705
31	500	46.3	0.8867906180714925	0.5944916232497364
32	500	3.93	0.8635960860466432	0.6255756858843606
33	500	5.84	0.8726138619450376	0.6129022660900486
34	500	8.36	0.8746405762168215	0.6174095741769031
35	500	32.29	0.8907371822449116	0.6207012478846891
36	500	7.43	0.8796515090388642	0.6395908851817561
37	500	21.1	0.8869975233377786	0.6113920947468886
38	500	3.96	0.8565643771470244	0.597156438994552
39	500	6.45	0.8889407111674937	0.6231462021987333
40	1000	13.55	0.8353412700486799	0.635740483778451
41	1000	5.43	0.7798940342336077	0.6355411506815407
42	1000	3.81	0.7652666316481249	0.6473113237859722
43	1000	11.74	0.8058825074564137	0.6186823308762802
44	1000	4.06	0.7798381205764725	0.6266693403086033
45	1000	55.53	0.8479960298818842	0.6300026657082811
46	1000	16.26	0.8311742235509052	0.6439131407517773
47	1000	4.56	0.7753869667852045	0.6575106330819158
48	1000	3.56	0.7730337025921642	0.6492743085224122
49	1000	10.08	0.8024344372408154	0.6443617889758682
50	2000	4.32	0.7174879067169803	0.6635584587445942
51	2000	4.49	0.7195056478912096	0.6605845279435251
52	2000	13.25	0.7532249193917678	0.6570649599786743
53	2000	479.46	0.8009037866158609	0.6298461743516022
54	2000	5.93	0.7230510094316065	0.6559123981616133
55	2000	2.5	0.7136541138065113	0.666765639020257
56	2000	3.15	0.7211670932375636	0.6641772838812713
57	2000	2.55	0.6977778302415761	0.654253470775983
58	2000	2.46	0.7099365240835095	0.6617531554131729
59	2000	8.16	0.7418596499674439	0.6645045471747062
