	n train	train time	train score	test score
0	50	0.16	0.6976744186046512	0.6022882487410077
1	50	0.14	0.7298578199052133	0.6377301984496389
2	50	0.13	0.7144886363636364	0.5413282546623281
3	50	0.16	0.6746268656716418	0.583399236491276
4	50	0.13	0.6282798833819242	0.5441491375653694
5	50	0.53	0.9394387001477105	0.6560908467203571
6	50	0.2	0.7692307692307693	0.5804767232323578
7	50	0.49	0.9492307692307692	0.6707666117236452
8	50	0.13	0.7683284457478006	0.5922396540582396
9	50	0.38	0.9075144508670521	0.7067138664229815
10	500	0.93	0.8356823850124703	0.7622231142160086
11	500	1.8	0.8837455232508954	0.7835523937222616
12	500	1.28	0.865927361054884	0.7694306137961073
13	500	1.15	0.8525502053856686	0.7673336692543976
14	500	1.45	0.8632429229946679	0.7810580374808198
15	500	0.88	0.8418448589626933	0.7740856826456916
16	500	1.87	0.8855228496163097	0.7680168985376047
17	500	1.1	0.8633877421769295	0.7738983639505456
18	500	0.88	0.8319482781525381	0.7665917961243819
19	500	1.44	0.8669367177140859	0.7791734633746402
0	1000	4.66	0.8874415400790342	0.7921354615925505
1	1000	3.01	0.8702013241645828	0.7908754729227695
2	1000	2.73	0.860529971150764	0.79479550093517
3	1000	3.84	0.8797584639293546	0.7902127405180586
4	1000	3.05	0.8666132628980926	0.7890227828498063
5	1000	4.56	0.8966411855141784	0.7903807010501803
6	1000	3.67	0.8928225423007762	0.7896086519601564
7	1000	3.28	0.8730244602655933	0.7934802845649964
8	1000	2.78	0.8500594813228646	0.7956415665308748
9	1000	2.67	0.875994733130909	0.7842174035579165
0	2000	7.26	0.8614647904194878	0.8064192237945985
1	2000	7.09	0.8624810473576376	0.8054698197698087
2	2000	5.79	0.8609242387315059	0.8018202366820109
3	2000	6.97	0.8567172026205245	0.7989916674495335
4	2000	6.07	0.8490595031804874	0.8064291875549786
5	2000	5.24	0.8529989087083644	0.8028314160211574
6	2000	5.79	0.8580994434765561	0.800489647652965
7	2000	5.61	0.8550569755757328	0.8005425979224137
8	2000	5.61	0.8450017208416447	0.8021829175598466
9	2000	4.24	0.8355337812683458	0.7990081788238778
10	5000	15.79	0.8451149869694274	0.8171086306092412
11	5000	13.07	0.8434723667036826	0.8160251428376221
12	5000	13.3	0.8424628012362593	0.8162728134527846
13	5000	15.8	0.840857897866744	0.814194657716363
14	5000	18.96	0.8510909037953831	0.8191241569947021
15	5000	19.2	0.848620060551804	0.8131419152624881
16	5000	19.0	0.8478904270112025	0.8138632915140076
17	5000	19.23	0.850546573827638	0.809361379895409
18	5000	11.92	0.83526934013279	0.8156863749846985
19	5000	15.79	0.8464275923905905	0.8122713672841352
