	n train	train time	train score	test score
0	50	0.0	0.8320079522862823	0.5698679662389163
1	50	0.0	0.8228346456692913	0.5358390337077562
2	50	0.0	0.9003021148036254	0.5705751601033582
3	50	0.0	0.7654563297350343	0.5672791640204972
4	50	0.0	0.8252714708785784	0.5823150630475147
5	500	0.0	0.6333944522341083	0.6113124354617424
6	500	0.0	0.6174984825641728	0.584498455929763
7	500	1.54	0.6662333219295244	0.6126983415182792
8	500	0.0	0.647159676524221	0.5946046016686624
9	500	0.0	0.6528497409326425	0.6111779050093807
10	1000	0.01	0.6470768259211581	0.602618253479612
11	1000	0.01	0.6227805832551204	0.602463119264276
12	1000	2.95	0.6570737647280772	0.6203602143760938
13	1000	0.01	0.6530798617606806	0.6132237374741241
14	1000	1.91	0.6300088444678579	0.6029933631643501
15	2000	0.02	0.641341267470504	0.6079000887173794
16	2000	0.02	0.6258497276097643	0.6047149893587624
17	2000	0.02	0.6408937308631484	0.6150768641557548
18	2000	0.02	0.6412848589387266	0.6095786894067571
19	2000	4.09	0.6109310035901678	0.6094047694075327
20	5000	0.06	0.6303795190677104	0.6131685921085164
21	5000	11.0	0.6227520809581892	0.6161585617119061
22	5000	0.06	0.6264322807083166	0.6115966461921822
23	5000	11.55	0.6315728676687875	0.6097798790922709
24	5000	0.06	0.6239467754137924	0.6118529812433038
