	n train	train time	train C	test C	train brier	test brier
0	100	0.26	0.5901252067091897	0.5648056763631586	0.20948999998709963	0.2282947845982502
1	100	0.41	0.6012735733529267	0.5476135481806778	0.11062334943676709	0.12217427775626652
2	100	0.44	0.7404157043879908	0.5466130432143903		
3	100	0.4	0.6324786324786325	0.5425476816037305	0.2054677240076522	0.23327800030974305
4	100	0.42	0.7319961333977767	0.5375413268062856	0.16877573223652662	0.22533856431382743
5	100	0.4	0.6217628350749659	0.5302316893744369		
6	100	0.4	0.5797747536367902	0.5655439759643118	0.15654714969268835	0.13788097019486575
7	100	0.46	0.7513227513227513	0.561477141289803	0.16310983509960456	0.23017878955027649
8	100	0.4	0.5938874739523038	0.5577167038959003	0.21712514406472766	0.2352271980195686
9	100	0.42	0.5842424242424242	0.5002845959356401	0.214638618543456	0.24879245220770804
10	100	0.4	0.6783704704028809	0.5598090437871175	0.20241803563017363	0.22984876748857286
11	100	0.44	0.6753951403632932	0.56817251109659		
12	100	0.42	0.6095414543770264	0.5564386737004483		
13	100	0.43	0.6943483275663207	0.5338159483319909		
14	100	0.45	0.7668182906392147	0.5550221755031839	0.16997625117950685	0.23384966650968936
15	100	0.4	0.5924982634869183	0.5519225545519735	0.21120081956051923	0.23005321765384257
16	100	0.43	0.6756038647342996	0.5360502915782582	0.1943192023719547	0.24043008544114977
17	100	0.41	0.6128271634048573	0.5353497024116413	0.18832771390486414	0.1887804349262722
18	100	0.49	0.7908113391984359	0.5470876643865602	0.11432300267796898	0.16235616049319807
19	100	0.4	0.615604186489058	0.5397011330217901	0.1466846736510485	0.15163722569511556
20	500	0.71	0.6944494138694035	0.5968630810721313	0.18683314549949304	0.20304476740739238
21	500	0.66	0.6990507674144038	0.5935958254548969	0.18734797962585065	0.21992793585812986
22	500	0.64	0.6601233134105694	0.5784097156220778	0.16081757981495115	0.17733134280352122
23	500	0.66	0.712594126506024	0.5733176285086171	0.1853946073090739	0.2145382070024939
24	500	0.66	0.6793777888189262	0.567194985926348	0.09583959687645768	0.12092137610196173
25	500	0.7	0.7524261076914546	0.5945927950679465	0.16833575016731864	0.22258424098297866
26	500	0.66	0.6933664280982019	0.5693433022438298	0.1907200627989715	0.22662624363379796
27	500	0.69	0.7637492063784171	0.5682473427401227	0.1559025670602231	0.2066433008557957
28	500	0.63	0.6730529334003612	0.5811905655563497	0.17958735960796388	0.2060374046120807
29	500	0.7	0.7396353739467602	0.5903480142804701	0.13475303580090933	0.15529679017347225
30	500	0.7	0.7221486221119786	0.5860967520120579	0.1830548440220434	0.22313368307878237
31	500	0.68	0.736044172008797	0.5774050860770129	0.1755966346934609	0.22855341804120496
32	500	0.66	0.7108491317508364	0.5774463318647869	0.18788387758402234	0.22124381611829386
33	500	0.64	0.6630988548726338	0.5713569805255067	0.12414721944995227	0.13529945582743078
34	500	0.7	0.7297460245685432	0.588475455515534	0.17679192445150774	0.22265453531623866
35	500	0.66	0.6794614053952966	0.5655268884236626		
36	500	0.64	0.6779485746226942	0.5626570654329069	0.19385024733105616	0.23315484757425442
37	500	0.61	0.6177436514177344	0.5756533185477004	0.16542320438620084	0.16526590143326714
38	500	0.66	0.7110333711857577	0.5822644291023208	0.18089936648100347	0.2146466181826836
39	500	0.66	0.7140875919390166	0.5794066852351275	0.11411565729858131	0.13432832760837832
40	1000	0.55	0.6655434675708458	0.5857535281352249		
41	1000	0.92	0.6648417319782864	0.5950853876190751	0.19783330627479592	0.21837544104999584
42	1000	0.98	0.7072859118446084	0.5900363139700072	0.17252670546064133	0.20084131006423966
43	1000	0.92	0.6608690306456608	0.581735893793275	0.17276848011002618	0.18233377200408268
44	1000	0.95	0.6797760797846119	0.5854904389317812	0.19166680801463262	0.22255152561754918
45	1000	0.95	0.6918328451912162	0.6004131649483868	0.1909020059921282	0.2186352342298038
46	1000	0.95	0.696905944914416	0.5833910283340885	0.11729269790692996	0.12106629499642112
47	1000	0.92	0.6467758085162237	0.566217460756106	0.1635393046881959	0.1740264508469506
48	1000	0.92	0.6783002240617998	0.5857532335224551	0.1898017075197469	0.22382525519859753
49	1000	0.98	0.7138979957572708	0.5871514657279912	0.1559924238665444	0.18332775500973117
50	1000	0.92	0.6708885553541761	0.5842677959370542		
51	1000	0.95	0.7012594717559893	0.5854486039184676		
52	1000	0.98	0.7142797352065124	0.5985170371618656	0.18208092206845883	0.21897197520698947
53	1000	0.95	0.6845622633103141	0.5883240245518497	0.19366619418217562	0.22028097672982794
54	1000	0.95	0.6784247120144484	0.60591240690973	0.1875446541989794	0.19970685835311414
55	1000	0.92	0.6724085983033133	0.5863489405430184	0.16609051509644782	0.1822556456598412
56	1000	0.92	0.662945898335062	0.5898212466480433	0.18287654551359864	0.19404842639824593
57	1000	0.92	0.6721621125559631	0.5856701527213676		
58	1000	0.92	0.6813049077515341	0.5835336209146784	0.19177270718717387	0.22271478546466922
59	1000	0.92	0.6464864966541423	0.5965354716720983		
60	2000	0.88	0.6428497066282367	0.6063549152899903	0.20735117067264344	0.21574043015450936
61	2000	1.5	0.6637707372672872	0.590792879562889	0.199856472967752	0.22056602084522403
62	2000	1.5	0.6710267452985774	0.6062765482932199	0.1393389622731577	0.14358195887469538
63	2000	1.6	0.6945888862306909	0.6046396797441347	0.18796788179700327	0.2169440842291521
64	2000	1.5	0.667101682613311	0.600434966293353	0.11542784378445954	0.1331718073883185
65	2000	1.5	0.6735987793785394	0.603432356613438	0.16284761919623522	0.16792711968879176
66	2000	1.55	0.6888456081982941	0.6045645534878322		
67	2000	1.5	0.6520434429986953	0.6039809255908312	0.15852178127039468	0.16113780520746748
68	2000	1.5	0.6620612696519852	0.5998581144900577		
69	2000	1.5	0.6681863585852645	0.5983697307769587	0.19982129706676924	0.21671733088397324
70	2000	1.51	0.669822897252318	0.5973026433246933	0.1590230968602721	0.16991288498346716
71	2000	1.53	0.6589327294742234	0.598419814947827	0.10031330702673116	0.10317629154497475
