	n train	train time	train score	test score
0	50	0.1	1.0	0.678084566704529
1	50	0.13	1.0	0.714869061954662
2	50	0.1	1.0	0.6471285865978883
3	50	0.09	1.0	0.6556364992470244
4	50	0.11	1.0	0.6962971819638857
5	500	7.65	0.9991394226807899	0.763809344868521
6	500	6.93	0.998917203397741	0.7492423271928101
7	500	5.4	0.9989546879970913	0.7609807756360437
8	500	2.47	0.9984332993418004	0.7430010276907135
9	500	5.96	0.9991964937910884	0.746527629507534
10	1000	30.89	0.9990542806365103	0.7621866753209042
11	1000	19.61	0.9986891567602059	0.7605065006419508
12	1000	23.76	0.9988077123975201	0.7627577411301182
13	1000	27.07	0.998830120735196	0.7590033962188952
14	1000	15.63	0.9985907927139798	0.7525929974692048
15	2000	14.34	0.9575497174828274	0.77838091740612
16	2000	13.13	0.9356890696659291	0.7852758395891515
17	2000	17.82	0.966496881260244	0.7787344885601797
18	2000	15.66	0.9399641120012746	0.7833536878723956
19	2000	11.57	0.9194134529281748	0.783688470221167
20	5000	40.93	0.8734371254712315	0.8017177522895298
21	5000	25.73	0.8657130796461301	0.800100206961537
22	5000	31.46	0.8660871787710185	0.8056702336928827
23	5000	21.76	0.8535991631047274	0.8036871606983742
24	5000	29.11	0.8682027463933654	0.805401496841488
