	n train	train time	train score	test score
0	50	0.14	0.9408502772643254	0.7160413695330982
1	50	0.12	0.9448345035105316	0.7578379209332912
2	50	0.12	0.943952802359882	0.7100847488990045
3	50	0.11	0.950316169828365	0.694585123251716
4	50	0.12	0.9488372093023256	0.7392637635115707
5	50	0.11	0.9535545023696682	0.7074081981820407
6	50	0.11	0.9497674418604651	0.7108311768909082
7	50	0.14	0.940952380952381	0.720567763534345
8	50	0.11	0.9465500485908649	0.6957141596422156
9	50	0.12	0.9517625231910947	0.7151366600905849
10	50	0.13	0.9273229070837167	0.7200018219447553
11	50	0.11	0.9494020239190433	0.7140560191076456
12	50	0.15	0.9474153297682709	0.6702262912321756
13	50	0.12	0.9385884509624198	0.724706994275108
14	50	0.14	0.9323164918970448	0.7379741682395174
15	50	0.11	0.9468864468864469	0.692469959262454
16	50	0.16	0.9661971830985916	0.7338690989629149
17	50	0.12	0.9289772727272727	0.719204151756611
18	50	0.17	0.9404990403071017	0.7274057499437759
19	50	0.11	0.93646408839779	0.7422483367637137
20	500	35.2	0.9212754854480038	0.7861668844460007
21	500	60.43	0.9183235321571922	0.7679907080817484
22	500	29.53	0.9157660319047403	0.771426212660808
23	500	20.21	0.9120330026884212	0.7719551459975574
24	500	29.49	0.9182158509861212	0.7780455656996126
25	500	13.6	0.9029987251261017	0.7801294150133942
26	500	107.93	0.9151885105295814	0.7787225320477236
27	500	5.91	0.9076140466032163	0.7821967529528315
28	500	21.38	0.9169302403235231	0.7662752332231626
29	500	20.02	0.9148188720583236	0.7700102199713613
30	500	63.97	0.9201309450737496	0.7677043211405374
31	500	6.42	0.9247835792453858	0.7774067463198139
32	500	61.52	0.9285032064401691	0.7575589356426483
33	500	28.73	0.924673377401099	0.7772979989922368
34	500	26.62	0.9177623243897632	0.7706923105390964
35	500	36.22	0.918391631613903	0.7653767867157453
36	500	14.53	0.913220108944849	0.7599320186863209
37	500	23.3	0.9169108318044489	0.7744329908646551
38	500	18.41	0.9138228228778904	0.7850048253068127
39	500	20.23	0.9241954795134033	0.7746282805681052
40	1000	38.4	0.8964437296978723	0.7872025461677954
41	1000	16.89	0.8740827565160699	0.8007766039519121
42	1000	45.6	0.8986555537892036	0.7858212843002451
43	1000	123.13	0.8983210404613712	0.7780051413003561
44	1000	78.38	0.9018740596564417	0.783105447899497
45	1000	36.06	0.8871450889668235	0.7877599473913451
46	1000	88.61	0.8959132956271967	0.7973029524045401
47	1000	35.31	0.9001792531574554	0.7803628516851565
48	1000	45.24	0.9039801498420174	0.7759292629948786
49	1000	37.66	0.8839623346187244	0.7852832412397195
50	2000	103.9	0.8663202138267228	0.8126374643083869
51	2000	23.72	0.8482439656400121	0.8148813031459862
52	2000	6.43	0.8339396284829721	0.8139327531578003
53	2000	28.32	0.8468639264863402	0.8146102888636474
54	2000	13.9	0.8406425125012978	0.8157854432307635
55	2000	3.9	0.8162209424786647	0.8141496784552186
56	2000	23.73	0.851363838304265	0.8149752471724272
57	2000	18.95	0.8489825078801699	0.8130673293990713
58	2000	111.96	0.8673525440285	0.8022899568142158
59	2000	5.01	0.8238615621911769	0.8103947641862597
60	5000	40.93	0.8734371254712315	0.8017177522895298
61	5000	25.73	0.8657130796461301	0.800100206961537
62	5000	31.46	0.8660871787710185	0.8056702336928827
63	5000	21.76	0.8535991631047274	0.8036871606983742
64	5000	29.11	0.8682027463933654	0.805401496841488
