	n train	train time	train score	test score
0	50	0.2	0.8144654088050315	0.5160879029247648
1	50	0.13	0.6221198156682027	0.5347797578936652
2	50	0.2	0.7647058823529411	0.5415226423235228
3	50	0.2	0.8188736681887366	0.5436493748575917
4	50	0.17	0.745928338762215	0.5398373757108298
5	50	0.17	0.7276853252647504	0.5533070857552854
6	50	0.12	0.6123680241327301	0.5458833681577328
7	50	0.23	0.802130898021309	0.5365944040179762
8	50	0.14	0.6906474820143885	0.5511400546848109
9	50	0.29	0.8260869565217391	0.5388299123006889
10	50	0.28	0.8113821138211382	0.5262085924963519
11	50	0.29	0.8075117370892019	0.562097317632458
12	50	0.14	0.6355140186915887	0.5453597901809738
13	50	0.13	0.6410658307210031	0.5140878229336849
14	50	0.46	0.8960629921259843	0.5566585302002686
15	50	0.13	0.5533661740558292	0.4876731928075899
16	50	0.12	0.6676923076923077	0.5132727623101424
17	50	0.15	0.7027027027027027	0.5366359145404391
18	50	0.13	0.5881481481481482	0.5258595405118459
19	50	0.13	0.7308248914616498	0.5360705230447029
20	500	0.67	0.701576834424753	0.5830337707795009
21	500	0.8	0.8157047614688697	0.6083806411891037
22	500	0.95	0.8367249553598917	0.6193721427428699
23	500	0.73	0.7548718712753277	0.5911486234262361
24	500	0.65	0.6138252835202868	0.5647606569934019
25	500	1.01	0.8376583064315868	0.6043683613463711
26	500	0.8	0.7972564697265625	0.6045683390458276
27	500	0.88	0.8325445051757305	0.6000645988568547
28	500	0.65	0.6386143874189778	0.5733324283837439
29	500	0.75	0.7604124795151666	0.5945046128189342
30	500	0.7	0.7079431877958969	0.5974430730148881
31	500	0.7	0.7220398503702573	0.5930581074595318
32	500	0.72	0.7434303867744124	0.5813903176857853
33	500	0.65	0.6164580812181186	0.5473350244578786
34	500	0.7	0.7359519995163679	0.5914867675362263
35	500	0.82	0.8296564692932166	0.6147253881991341
36	500	0.65	0.6009102128972539	0.5474880376976143
37	500	0.75	0.8059431056350789	0.5931235547066267
38	500	0.9	0.8236154681467182	0.6062342138816035
39	500	0.7	0.7369563278532568	0.5911552893495513
40	1000	1.88	0.6640948495278037	0.6110942779714262
41	1000	1.94	0.7041587574167266	0.6162143130705424
42	1000	2.26	0.7412349226985376	0.6275718344136169
43	1000	1.69	0.7064831832036242	0.6213434380650885
44	1000	1.5	0.6794582392776524	0.6157183077765873
45	1000	2.11	0.7362980732501108	0.634920105879102
46	1000	1.97	0.7198262240278407	0.6217179417567981
47	1000	2.16	0.7347502608878445	0.6327706486064585
48	1000	2.68	0.7135337497178117	0.6260062514240836
49	1000	2.11	0.7379094634057999	0.6266301212470852
50	2000	7.1	0.7503412659010127	0.6405576590246905
51	2000	5.11	0.7351936960891665	0.6490348955025621
52	2000	5.3	0.7354175493622545	0.6407321850169435
53	2000	3.88	0.6851282608777145	0.634784363440683
54	2000	4.17	0.7190926898228703	0.6353921744484251
55	2000	4.09	0.7192981125420618	0.6489518744576362
56	2000	4.43	0.7298746339183372	0.6410042758868102
57	2000	6.1	0.7727004333234607	0.6493654646996941
58	2000	5.0	0.7222239045800298	0.6502880890858231
59	2000	5.26	0.7474999761402571	0.637794936807047
60	5000	8.27	0.7183958643031898	0.6647707164776776
61	5000	7.13	0.7042858956618235	0.6472084325141924
62	5000	7.38	0.7138260031923769	0.6562704522647171
63	5000	7.83	0.6966827531373425	0.6483901189200719
64	5000	7.6	0.7000531498964956	0.6487088712531451
65	5000	7.84	0.7243348841940732	0.6609723521740606
66	5000	7.83	0.7236391079294505	0.6584223335094753
67	5000	7.83	0.70355728287752	0.6538846577108977
68	5000	10.6	0.7509896257511997	0.6643434913924751
69	5000	8.06	0.7184515742683962	0.6472260063120234
