	n train	train time	train score	test score
0	50	0.27	0.5	0.5
1	50	0.27	0.5	0.5
2	50	0.27	0.5	0.5
3	50	0.27	0.5	0.5
4	50	0.27	0.5	0.5
5	50	0.27	0.5	0.5
6	50	0.27	0.5	0.5
7	50	0.27	0.5	0.5
8	50	0.27	0.5	0.5
9	50	0.26	0.5	0.5
10	50	0.25	0.5	0.5
11	50	0.27	0.5	0.5
12	50	0.27	0.5	0.5
13	50	0.26	0.5	0.5
14	50	0.26	0.5	0.5
15	50	0.26	0.5	0.5
16	50	0.24	0.5	0.5
17	50	0.24	0.5	0.5
18	50	0.27	0.5	0.5
19	50	0.26	0.5	0.5
20	500	1.57	0.7991103981332944	0.6858848819400455
21	500	1.44	0.802679703390217	0.6935068305567744
22	500	1.42	0.8117256320275013	0.6897954560847247
23	500	1.49	0.8088018186923167	0.6907237265591786
24	500	1.43	0.7994185003051079	0.682407424797855
25	500	1.49	0.7953167315600864	0.6956143630931952
26	500	1.43	0.7969182497678319	0.6816111952492585
27	500	1.58	0.8139417166823342	0.6976183117998487
28	500	1.62	0.8254216768767239	0.7176139749384046
29	500	1.51	0.8082074253357295	0.7035795042887689
30	500	1.49	0.8155920675765373	0.7019329767090051
31	500	1.45	0.8081786362220308	0.6989466890453271
32	500	1.6	0.7923244444846064	0.692260978889957
33	500	1.66	0.8192108667529108	0.7052994511764448
34	500	1.51	0.8066880689724165	0.6969990853889316
35	500	1.56	0.817942265258858	0.7031093930613632
36	500	1.47	0.8089682728789017	0.6995613623208697
37	500	1.39	0.800012589135576	0.6917373683219021
38	500	1.43	0.7892281710712492	0.6773084823204599
39	500	1.41	0.7926914580265095	0.6826771980687877
40	1000	9.21	0.819230777982311	0.7197374434486358
41	1000	8.26	0.8165333030234144	0.7250162347733193
42	1000	8.28	0.820139107022661	0.7189799155507216
43	1000	8.83	0.8208572938641466	0.7182053133951535
44	1000	8.4	0.8172165577654915	0.7173749353312492
45	1000	7.95	0.8069304358629725	0.7167215604050241
46	1000	8.41	0.8173975508280231	0.7238472172659447
47	1000	8.45	0.8260097124560095	0.7211483462727749
48	1000	8.73	0.8201692140975475	0.7252125887363399
49	1000	8.75	0.826473402910693	0.730229574776996
50	2000	45.13	0.8293703656873459	0.7400370283734322
51	2000	43.89	0.8276781364413743	0.7390524128487204
52	2000	45.59	0.8341453240775971	0.7468667314350174
53	2000	47.74	0.8288138986080529	0.7400700386048965
54	2000	45.07	0.8314800301779453	0.7395834222617587
55	2000	44.77	0.828517369916415	0.7437415731424204
56	2000	45.72	0.831414304712919	0.7426186561307114
57	2000	45.28	0.8316550783315302	0.7359443288137774
58	2000	46.7	0.8327828567364903	0.7429738006899138
59	2000	46.64	0.834141069474371	0.7448024536846533
