n train,train time,train C,test C,train brier,test brier
100,0.74,0.9920634920634921,0.6390882465986815,0.02353949742082808,0.20832585585807073
100,0.75,0.9921046695240243,0.6069377974402551,0.03103989463086288,0.18558309139079407
100,0.74,0.9890805852806289,0.6003831667766039,0.02724151701397133,0.18435183606471955
100,0.74,0.9875444839857651,0.5859058023051237,0.030966729903999905,0.21286588325806416
100,0.74,0.9899508709245198,0.6020756008466861,0.029859027552045274,0.2077131655509472
100,0.75,0.991556366955728,0.6052930191831738,0.030340289569318574,0.2233655453950315
100,0.74,0.9904588823262154,0.5958951195378516,0.03252265881868601,0.30345166390248773
100,0.75,0.9865939559191093,0.6155795005627525,0.026691368487594295,0.17516654894780612
100,0.74,0.9852674524025385,0.5781427543153597,0.03503454079484477,0.2284751672392997
100,0.74,0.989934456928839,0.6511109210561853,0.028807021137347275,0.1552912334142541
100,0.75,0.9914836396234872,0.6079696514803494,0.030970095758348817,0.1721686750225133
100,0.76,0.989923869234214,0.6283497994761552,0.032880164432816994,0.19913190480735252
100,0.74,0.9904867256637168,0.632565683789669,0.030899700482325657,0.20518743576918064
100,0.74,0.9939202882233731,0.6230497764931268,0.024466566353832864,0.2127765465312891
100,0.74,0.9880952380952381,0.6197509191629236,0.028910733914438453,0.1700526991013926
100,0.74,0.9912673533363189,0.5625302201154126,0.027110760447548888,0.20637046322420588
100,0.75,0.9907071622846781,0.6079598612919144,0.03020664741304426,0.19779234536157636
100,0.74,0.9923026171101825,0.6128544777366919,0.029321234117554332,0.21119805094948452
100,0.75,0.9871679423683025,0.6285190939643208,0.02976859965250366,0.2419921625898939
100,0.74,0.9935238945958017,0.639640726051381,0.02508848261968367,0.20776182896306242
500,4.83,0.9338703217480308,0.7221966235184907,0.05605396832580919,0.18531427794889227
500,4.81,0.9309492258024351,0.703815944919257,0.0559986518340249,0.14542877051143124
500,4.85,0.9261411086466537,0.7095609340984662,0.06114107058599164,0.1584927177740503
500,4.83,0.925719574930134,0.6998873469534308,0.05675751077073044,0.168019488946354
500,4.74,0.9315255577418978,0.7012607671229163,0.05053099358748659,0.16875145053430263
500,4.87,0.9184346835649007,0.6955866191331386,0.06271163246384853,0.17477103794491666
500,4.78,0.9240638886865302,0.6946899363711974,0.06019694359392464,0.17549593536190544
500,4.85,0.9229812881197128,0.6960777719484689,0.054883788242393136,0.15228555188355586
500,4.88,0.918666242674783,0.6989411354613236,0.06058420482719049,0.1645198036359488
500,4.82,0.9211499936833366,0.6896780669613518,0.05557409300010902,0.14802323444371435
500,4.89,0.9209706967971337,0.675410555063211,0.05988591214391367,0.14478646029905473
500,4.84,0.9233104386993938,0.7002051091641522,0.05891645939612053,0.16205293316823371
500,4.8,0.9259035233630727,0.7072452968264734,0.06112363886011274,0.1698523885114004
500,4.84,0.9288687063836703,0.6964743051120895,0.06176907013527634,0.15919811345376786
500,4.81,0.925341106203394,0.6863874322103349,0.052308739987612686,0.13726546984758228
500,4.8,0.9282441101946196,0.6769825525434605,0.05277466632359981,0.1691800328510979
500,4.85,0.9299916699865995,0.7128684573079646,0.05612130602720078,0.16646106368106348
500,4.94,0.9325822667474777,0.6949580187806612,0.05946972592799001,0.1545774705437247
500,4.92,0.9257527904389333,0.6993415255890285,0.058554185934418135,0.1761031653676491
500,4.81,0.9298457762175918,0.6890431271661843,0.054652603601664386,0.1592841866152177
1000,10.86,0.895293508433103,0.7393195340086895,0.07504304475709696,0.15798027071226578
1000,10.82,0.8925039993226774,0.7186759539862299,0.06995829402127299,0.13782206474489883
1000,10.95,0.8934760345273867,0.7325892123468852,0.06988734568121711,0.14492793653349773
1000,10.86,0.8873337390246023,0.7313292161861333,0.0713950430265733,0.1438093034531956
1000,10.79,0.8974563064684536,0.7409181167785265,0.06355492273101733,0.13629050819586924
1000,10.9,0.8885903912031764,0.734560538236792,0.07733155515338717,0.15388829052237837
1000,10.86,0.8819067154316902,0.7288687236147832,0.075203637281888,0.15581876953925552
1000,10.87,0.8827136979191033,0.7396204671518445,0.0710664950788938,0.13881526104106634
1000,11.05,0.8773490053923425,0.7234231338587668,0.0744231636030081,0.15012873194443327
1000,10.92,0.8869276012393716,0.7387264919561753,0.07527995470727246,0.12266847292487607
1000,10.85,0.8953983198962621,0.736652438914109,0.07190347502680675,0.1309639962273131
1000,10.91,0.8874755010713752,0.7331142818159654,0.07153892841558397,0.13906614429666572
1000,10.89,0.8818245463350042,0.739529414914504,0.07272694082326868,0.16421987664312115
1000,10.92,0.8858668341708543,0.7172677265037699,0.07541238364078473,0.14017083396074587
1000,10.9,0.8895656005647508,0.7105834725325906,0.06983691431787196,0.12453997679304772
1000,10.88,0.8834476792145344,0.7110098376360753,0.07104133150640875,0.14589701722625767
1000,10.97,0.8836705660616715,0.7313323523435459,0.07276361151323088,0.1649312860019644
1000,10.91,0.8890628275286887,0.7322362716843529,0.07796427713434191,0.14203907801167098
1000,10.93,0.8887550092668632,0.7119908705897123,0.0744182726512477,0.1610223215047229
1000,10.95,0.8865738535585163,0.7312033265444671,0.0713883828114176,0.14164465101592658
2000,24.92,0.8609356392139929,0.7535496661054931,0.08599935020071209,0.14483642950957418
2000,24.93,0.8562955611151061,0.7520808255858359,0.08462392083728776,0.12567001690101373
2000,24.96,0.8554365707754199,0.7420963410049235,0.08523213852725044,0.12465853567134175
2000,25.64,0.8567564543540135,0.7580360669275789,0.08811327165981714,0.13096944711089398
2000,24.78,0.8596267745429478,0.7570476227051034,0.0826564246538674,0.1244379743061484
2000,24.97,0.8565749508665357,0.7365306778888681,0.09026173932752404,0.14377422998723474
2000,24.82,0.8483858081241393,0.7451737451737451,0.08445274278400139,0.1358238234344339
2000,24.94,0.8482606987385238,0.7526601826815718,0.08532694417050982,0.1159069016948605
2000,25.14,0.8515171459098295,0.7436904982865318,0.08619761380361213,0.13857877878617075
2000,24.94,0.8565268495591408,0.7497704336553264,0.08664885024077101,0.11201810110911403
2000,24.88,0.8608538978869752,0.7653505995550813,0.08406811887045966,0.12800676104578879
2000,24.96,0.8561500312939413,0.7467159047953493,0.08744864504653752,0.13499117367072896
2000,24.83,0.8566722096707367,0.7576928568878735,0.08610748308015109,0.1600136688081324
2000,24.88,0.8571360672521896,0.7331764864047323,0.0852331058455755,0.12481481146174842
2000,24.97,0.8556890262709705,0.7312237741882034,0.08616691365741685,0.12040463313876802
2000,24.84,0.8547038675658168,0.7453127753702106,0.08371071119673472,0.1224531670835604
2000,24.94,0.8597318915341011,0.7548582439985084,0.08397734027540613,0.14336657370828432
2000,25.0,0.8542815890858175,0.7532101646484031,0.08698978518980675,0.13941888009706235
2000,24.95,0.8534662707495526,0.7409462570987219,0.08692638972921271,0.15157904721401116
2000,24.99,0.8539589190948459,0.7485149355057705,0.08438394611116562,0.13553387216326887
5000,80.88,0.827073601563846,0.7754039662756433,0.09873584715409273,0.12444382396911427
5000,80.21,0.8194880060405413,0.7603103316591443,0.09741039300248522,0.1257535164759649
5000,80.29,0.8246938155693295,0.7695618796334026,0.09896740760105417,0.11939088247826529
5000,80.87,0.8228834671027093,0.7603609385659402,0.10113941106930968,0.11770769343321774
5000,80.71,0.8211728116499274,0.7648074060185196,0.09660519335162104,0.12491511741318456
5000,80.73,0.8264185980849651,0.7494795436066511,0.09798989546158061,0.12183628050486897
5000,80.58,0.8235902593333402,0.7600384973414746,0.0985279466763813,0.12404124132541816
5000,80.64,0.8182765921156983,0.7711390917936783,0.09738970605765224,0.11495240548026324
5000,81.2,0.8251254637717089,0.7659361602919007,0.09969309409662389,0.12638526361574667
5000,80.79,0.8263670260335739,0.7541006850979933,0.100395998700067,0.10483080353751616
5000,80.86,0.8297543241352672,0.7818474073538189,0.100880781294733,0.11298357767073418
5000,81.14,0.8261990991812501,0.7632968669966606,0.09717652044917924,0.13169924165079505
5000,80.89,0.8269225095586421,0.7698836254596081,0.10038068158025766,0.14024219859937578
5000,80.77,0.8219355972259591,0.7577118273787518,0.09871231819289604,0.11478674989085502
5000,80.72,0.82283598396278,0.7532881626145875,0.09862729012159782,0.11215811569101548
5000,80.79,0.8196203658755074,0.7552046381946108,0.09878471748983042,0.11765980947336298
5000,80.89,0.8249052019035982,0.7695552275665574,0.09759449328893699,0.13127730924220066
5000,80.88,0.8237882128880266,0.7685739313010277,0.09931467477927475,0.12499891979700371
5000,80.45,0.8248280327005496,0.7586064645730902,0.10054932262609449,0.13231882003167453
