	n train	train time	train score	test score
0	50	0.13	0.943952802359882	0.5912206513052264
1	50	0.13	0.9358974358974359	0.5896270678784941
2	50	0.15	0.9416267942583733	0.5868730965197962
3	50	0.12	0.9265426052889324	0.5916160471931092
4	50	0.13	0.9504289799809342	0.5798051700262318
5	500	9.64	0.8759967375137936	0.6460066815305121
6	500	30.79	0.892079786266267	0.6529378094467817
7	500	11.21	0.8820447247485915	0.6563205742660276
8	500	28.96	0.8872256925453621	0.633995406447773
9	500	78.61	0.9023909905259032	0.6527410114934805
10	1000	13.49	0.8047480149870901	0.6881352433934687
11	1000	18.26	0.8235513416264997	0.6726344046021921
12	1000	21.85	0.8196144386920199	0.6762913665697877
13	1000	15.35	0.810083553070496	0.6709604220116111
14	1000	26.0	0.8286323494845707	0.6593517427418755
15	2000	68.42	0.790209113243919	0.6951161707918238
16	2000	10.12	0.7557835202972222	0.700295316928704
17	2000	33.31	0.7698394631764292	0.7065178522143369
18	2000	4.58	0.7376125280184165	0.6943571786853416
19	2000	3.2	0.7345720539892301	0.6896442277000319
20	5000	10.64	0.7277982512005949	0.7043140751336187
21	5000	22.26	0.740079285790426	0.7167309459981617
22	5000	48.73	0.7437019166192911	0.7145799683683289
23	5000	27.06	0.7351882246331439	0.7079800370076151
24	5000	9.06	0.7185561198418191	0.6930701920700024
