"n.train","train.C","test.C"
100,0.597444089456869,0.550623171226465
100,0.605567928730512,0.505213656811975
100,0.560036044154089,0.51069539268436
100,0.666666666666667,0.515108338060125
100,0.627831715210356,0.525871926815323
100,0.607480951281459,0.532321292266262
100,0.600830238147258,0.518584142889147
100,0.625639832480223,0.542786888995631
100,0.56170497656773,0.51776947729632
100,0.607351908218216,0.498171377636833
100,0.5707656612529,0.506094306854569
100,0.638627187079408,0.482542815016445
100,0.63539986171929,0.489588136813722
100,0.597688375194488,0.523234700512777
100,0.581616832779624,0.537331547764351
100,0.540816326530612,0.498295638326989
100,0.574275362318841,0.527083831336061
100,0.558698092031425,0.507313293374963
100,0.61157210136802,0.520344379437966
100,0.559831895598319,0.52555947695594
500,0.546997119603744,0.547055717105875
500,0.555728984454192,0.536411744042425
500,0.55266647089707,0.498790523127006
500,0.533475305845039,0.495673284174702
500,0.565301327699565,0.529797072249902
500,0.551684162482885,0.49874020251329
500,0.533564517130365,0.523392825219672
500,0.560846798862778,0.530437567190466
500,0.579314743612778,0.520745411440461
500,0.541014827914569,0.519335469898838
500,0.563200926126908,0.519438464460807
500,0.575152568769128,0.550493365090167
500,0.539518528536651,0.498620005042945
500,0.553331784635728,0.510598659445643
500,0.538321217566501,0.540488993427311
500,0.555228089325511,0.50616714280221
500,0.530470063072669,0.516421686910008
500,0.542037165220169,0.511668451879031
500,0.567455368278516,0.526570461076309
500,0.552062095360732,0.535562434941258
1000,0.515495339511434,0.535657542536337
1000,0.536378781790518,0.530573717549207
1000,0.543954331311728,0.500829678527829
1000,0.523021298738584,0.531357912648894
1000,0.546856101642616,0.54794122718651
1000,0.540098371028571,0.514308102107768
1000,0.55044455434785,0.537110581590327
1000,0.540733138093356,0.535108305313479
1000,0.563299911064562,0.509895604320884
1000,0.537498956262313,0.514379265012508
1000,0.547092350064639,0.514513269533441
1000,0.565403903635099,0.548574345015311
1000,0.540991842941454,0.528166662502073
1000,0.559272727272727,0.528351217141456
1000,0.551554155204256,0.558614647901462
1000,0.529912290410674,0.5046833189701
1000,0.544422219630988,0.530180092820191
1000,0.549528133903134,0.510617835411017
1000,0.56739159301496,0.535090007240153
1000,0.526570614277185,0.509848284707216
2000,0.515765830249892,0.533282261774978
2000,0.534298797261039,0.534963568992283
2000,0.528284830268642,0.501270515892752
2000,0.554065067116881,0.550935904707884
2000,0.541572288172557,0.545109677185149
2000,0.550009375966105,0.530643813932752
2000,0.550904036247265,0.541378428590502
2000,0.540209997432753,0.541533429401404
2000,0.544818857189084,0.521026459295658
2000,0.533922939026796,0.531489705740732
2000,0.53781926498392,0.52296615228757
2000,0.563532378676892,0.549286605421345
2000,0.54562170477589,0.53820711963818
2000,0.555257602266898,0.551897543667017
2000,0.546154232004604,0.553627526355774
2000,0.53088505802339,0.534868729091316
2000,0.518445752975384,0.543180782882838
2000,0.533438750924642,0.519191412748695
2000,0.548497787979943,0.548205476433528
2000,0.529174336080071,0.530439023729365
5000,0.523274991402332,0.54460790868768
5000,0.541196135230933,0.530938594205034
5000,0.527461612284501,0.517316995975946
5000,0.540965446813278,0.550511627906977
5000,0.534704938603109,0.542237287520306
5000,0.535622312576008,0.545885224455608
5000,0.543685663139582,0.534150696184056
5000,0.537963301578999,0.544566435645829
5000,0.539566881774735,0.510589157899031
5000,0.534082379907525,0.527595064847227
5000,0.537492487367448,0.534774861153825
5000,0.544397265836978,0.546160825677668
5000,0.540825434931552,0.548131725345794
5000,0.545516595125894,0.548727283363671
5000,0.54137734817252,0.556077740692493
5000,0.532285386570795,0.5409533115736
5000,0.539525962411386,0.535197705203433
5000,0.523343154850029,0.532318421112605
5000,0.531966858069161,0.550118945366077
5000,0.533862655535539,0.537734634846873
10000,0.528091804423309,0.550303596238534
10000,0.527175926353828,0.524234835522216
10000,0.526277177252857,0.511106840891622
10000,0.534598676123653,0.551289846851957
10000,0.526564933597909,0.53563714412771
10000,0.534153356584697,0.543957813108649
10000,0.530708775077265,0.538936749421261
10000,0.536441600603405,0.547322674352112
10000,0.531981628345989,0.510840741059732
10000,0.523731365968875,0.530376631258804
10000,0.530056928824754,0.535781156719793
10000,0.540259249590378,0.544935919246909
10000,0.534544738551828,0.546855088035728
10000,0.540131859090904,0.54504402139307
10000,0.538773535333846,0.552815351026284
10000,0.524376910186479,0.541921416146989
10000,0.53242922563172,0.542472679382462
10000,0.526006942222737,0.530057658561043
10000,0.535207313166996,0.553484941831444
10000,0.533504690394186,0.531748666084102
