"n.train","train.C","test.C"
100,0.670259568851738,0.544102461754727
100,0.647998249835922,0.599578135148815
100,0.662334849469352,0.527101735178011
100,0.644711014176663,0.494912120416405
100,0.644551845342706,0.527621595952981
100,0.545099739809193,0.525279336889847
100,0.591966637401229,0.560986738045991
100,0.611268835990391,0.559105382865807
100,0.614674868189807,0.580234127494609
100,0.629589160839161,0.557440100882724
100,0.565512708150745,0.566585914443091
100,0.64050303555941,0.569667417505393
100,0.596826776787655,0.514000008710536
100,0.645745856353591,0.556887346967168
100,0.690956979806848,0.534407460252309
100,0.598865124399825,0.574499450184542
100,0.627378088781981,0.561841899499583
100,0.665866433871672,0.533090762428687
100,0.621870882740448,0.584838877790324
100,0.647958069447478,0.562952025989728
500,0.607018763029882,0.578633843270307
500,0.605390535223039,0.599193634228837
500,0.580496493761403,0.572273098352739
500,0.585391259059937,0.599369359007467
500,0.613346451935857,0.564206089175786
500,0.606743226052115,0.54716579491546
500,0.586804291681833,0.575219873811552
500,0.585955510704747,0.574820751651684
500,0.5913317258487,0.582599822518364
500,0.573885909482047,0.585615515067183
500,0.569418329593013,0.571860089188592
500,0.588145554149403,0.576806895563975
500,0.578745860927152,0.574997713484345
500,0.587228474221408,0.584478905815248
500,0.593940711118839,0.55742973980763
500,0.600092078631677,0.589312893989047
500,0.584326150140085,0.578806991937726
500,0.589796520200531,0.5498285885279
500,0.589028870481406,0.595911143924259
500,0.572589819969257,0.570260549628811
1000,0.603844969711161,0.571130133717449
1000,0.586237714181593,0.591601370300454
1000,0.577773389522293,0.576909334621056
1000,0.586424357348979,0.59971875061035
1000,0.59107957775861,0.571751966156308
1000,0.587437006209969,0.550217648183224
1000,0.57656268661578,0.576475674830098
1000,0.579420080101354,0.583734430845879
1000,0.576610891548703,0.575574689461646
1000,0.576331188845189,0.580201765447667
1000,0.575814658438887,0.580066046362466
1000,0.586024442161211,0.584803545000412
1000,0.577536995256214,0.582837195730095
1000,0.589251013993766,0.581281302170284
1000,0.587930110688569,0.563699461633516
1000,0.586240661413972,0.591819181482651
1000,0.589123630842877,0.57414598971365
1000,0.586264853033146,0.558463129728452
1000,0.583054986812882,0.598460436028837
1000,0.568447491949011,0.582892270491483
2000,0.58843661395893,0.569776472323699
2000,0.578000514146067,0.595518066112435
2000,0.582443427546762,0.582080437941346
2000,0.579249680230667,0.596786899333986
2000,0.5805772300771,0.573170070623337
2000,0.591630158971134,0.560153005369524
2000,0.585856619100738,0.575115585837693
2000,0.583467716521743,0.581992851727499
2000,0.568307718977015,0.57455427907352
2000,0.576455144321902,0.589157281384528
2000,0.57543272965526,0.583849410826576
2000,0.573380720693325,0.587752648551055
2000,0.565023089527782,0.589180643447282
2000,0.591513388108415,0.580390059821925
2000,0.573772000784031,0.567971211834941
2000,0.587411606878936,0.59863471567464
2000,0.588413489588327,0.578500747150403
2000,0.581834346744164,0.560928592647846
2000,0.567548760104837,0.589572656996439
2000,0.576542805334209,0.584386157947612
5000,0.587968072542832,0.573663910172418
5000,0.581699707126586,0.598932955639021
5000,0.577533266871229,0.584252387954014
5000,0.578824204248736,0.602290359612935
5000,0.584107538855967,0.574941617029396
5000,0.587645664115707,0.568548317027821
5000,0.586121492436479,0.575680479029427
5000,0.578571469485971,0.588521607278241
5000,0.573631830863167,0.583652938367649
5000,0.581695648974286,0.595995129799539
5000,0.582047686684639,0.584477804695186
5000,0.577388880741874,0.58557391421342
5000,0.569623040742443,0.592982792336471
5000,0.586605470921789,0.587330881329994
5000,0.569164137845028,0.576282339451036
5000,0.58318382152866,0.592520332284511
5000,0.579712501600778,0.576919568390325
5000,0.583743198863587,0.568357507302064
5000,0.574432724036768,0.600264917918874
5000,0.576109969131957,0.583740328872691
10000,0.583995521217723,0.572433900540597
10000,0.580016405298801,0.599888777135012
10000,0.57931304718413,0.585129396682958
10000,0.580084961279329,0.600302516704608
10000,0.58651224537853,0.575151947508451
10000,0.581285792877058,0.573111978035345
10000,0.580716815650122,0.578200771731006
10000,0.573389587236019,0.588350481966858
10000,0.578283047505752,0.585443017275025
10000,0.580548779342942,0.596508240205244
10000,0.583890163671846,0.583448538875912
10000,0.576170453282767,0.58995091337578
10000,0.576035542252811,0.593960549983232
10000,0.581672310039774,0.589787232192543
10000,0.572927947885452,0.57520300043217
10000,0.58197264730282,0.590534464174896
10000,0.581854701751307,0.578261832777314
10000,0.582705154466025,0.567789388317999
10000,0.578506631433827,0.601719795014332
10000,0.574948240282301,0.585316847658272
