	n train	train time	train score	test score
0	50	0.36	0.500000	0.500000
1	50	0.33	0.500000	0.500000
2	50	0.36	0.500000	0.500000
3	50	0.55	0.500000	0.500000
4	50	0.34	0.500000	0.500000
5	50	0.34	0.500000	0.500000
6	50	0.35	0.500000	0.500000
7	50	0.36	0.500000	0.500000
8	50	0.37	0.500000	0.500000
9	50	0.35	0.500000	0.500000
10	50	0.37	0.500000	0.500000
11	50	0.37	0.500000	0.500000
12	50	0.38	0.500000	0.500000
13	50	0.33	0.500000	0.500000
14	50	0.37	0.500000	0.500000
15	50	0.38	0.500000	0.500000
16	50	0.37	0.500000	0.500000
17	50	0.36	0.500000	0.500000
18	50	0.36	0.500000	0.500000
19	50	0.36	0.500000	0.500000
20	500	1.92	0.803445	0.642620
21	500	1.71	0.795287	0.617402
22	500	1.79	0.820889	0.644620
23	500	1.90	0.818724	0.641645
24	500	1.92	0.812229	0.637829
25	500	1.98	0.797375	0.642068
26	500	2.04	0.809504	0.633815
27	500	1.69	0.820497	0.649362
28	500	2.28	0.816839	0.637820
29	500	1.97	0.816027	0.652836
30	500	2.10	0.799219	0.622545
31	500	2.10	0.819478	0.642797
32	500	2.16	0.811062	0.638286
33	500	2.11	0.825711	0.648320
34	500	1.81	0.822718	0.642667
35	500	2.19	0.822376	0.648633
36	500	2.43	0.792724	0.633045
37	500	2.20	0.809389	0.638814
38	500	2.11	0.819208	0.638785
39	500	2.07	0.798662	0.622197
40	1000	10.90	0.807476	0.656089
41	1000	10.63	0.797957	0.646155
42	1000	10.94	0.816052	0.654637
43	1000	10.79	0.816093	0.653599
44	1000	10.71	0.809229	0.641471
45	1000	10.23	0.797785	0.652007
46	1000	10.34	0.819751	0.658140
47	1000	9.68	0.814507	0.656340
48	1000	10.21	0.812231	0.650310
49	1000	10.32	0.817444	0.657201
50	2000	49.28	0.808233	0.664423
51	2000	48.34	0.803893	0.658442
52	2000	45.81	0.811879	0.663606
53	2000	53.50	0.812099	0.662236
54	2000	52.16	0.806522	0.655252
55	5000	911.14	0.808636	0.675912
