	n train	train time	train C	test C	brier score	test brier
41	1000	0.01	0.7833062841871153	0.7848647633037552	0.09808464248657602	0.09587309336709268
42	1000	0.01	0.7907796425408217	0.7889578760679016	0.09350347819930528	0.09228672691939002
43	1000	0.01	0.7892160894957637	0.7866588095299097	0.09778520234539034	0.09563405052324428
44	1000	0.01	0.7865469538100919	0.7848254776199708	0.09237922661961627	0.09332349068739847
45	1000	0.01	0.7727163799420252	0.7904234028803808	0.09964513985239129	0.09501667985342634
46	1000	0.01	0.7948994211963764	0.7882000609212777	0.09569198046647792	0.09062712861424327
47	1000	0.01	0.7952203719160931	0.7893393457510256	0.08353600281413066	0.09993364792126386
48	1000	0.01	0.7960759604284617	0.7876921938207605	0.09354007643806572	0.1046429105145106
49	1000	0.01	0.7888908600293181	0.7889211524939292	0.09360313749483688	0.09475402769183022
50	2000	0.02	0.7957497784179038	0.789865432299095	0.09425798010687489	0.09607149709541724
51	2000	0.02	0.7872768702260909	0.7850162124615327	0.09664424665357446	0.0960140450234678
52	2000	0.02	0.7910899653979239	0.7919213830838123	0.09657808377584477	0.0919918597150108
53	2000	0.02	0.7876103303793457	0.7897225235073575	0.09748601752080786	0.09322836215282916
54	2000	0.02	0.7891670524472255	0.7885559095062814	0.09515692024724567	0.09485610942179497
55	2000	0.06	0.7788179551930301	0.7901108254833136	0.0981538812294995	0.09746783407490041
56	2000	0.02	0.791737849003371	0.7893279585963054	0.09427707987961309	0.09420879670404791
57	2000	0.02	0.7840761983145152	0.7870118113262334	0.0934226598366283	0.10046798917550291
58	2000	0.02	0.7954698767489298	0.7893974202400982	0.09663188334574792	0.10051237913729026
59	2000	0.02	0.7934217780504028	0.7903983511399966	0.09571609757294051	0.09271807768196388
60	5000	0.05	0.7865347372977987	0.7892909503434651	0.09700885231067675	0.09453437763227397
61	5000	0.04	0.7872682586512153	0.7887181764610431	0.09643251170101126	0.09666260013203593
62	5000	0.05	0.7914974651585289	0.7900157427414005	0.09578146520248643	0.0928662204603624
63	5000	0.05	0.7879156283407506	0.7895579791216518	0.09523960902968694	0.09473063819527179
64	5000	0.05	0.7869868558042207	0.7885433836360893	0.09357827814997313	0.09455966470944159
