	n train	train time	train score	test score
0	50	0.0	0.8632162661737524	0.7447654673145958
1	50	0.0	0.8645937813440321	0.7651666937111591
2	50	0.0	0.8544739429695182	0.7169603129190117
3	50	0.0	0.8988256549232159	0.718622268150413
4	50	0.0	0.878139534883721	0.7551579540699115
5	500	0.01	0.8019207353358541	0.7901284755731297
6	500	0.0	0.7932231867824139	0.784366005927014
7	500	0.01	0.7950370404035814	0.7892698841072329
8	500	0.01	0.7769073885232224	0.7751668929863668
9	500	0.01	0.8045745069393718	0.7882547192639343
10	1000	0.01	0.7944362461794309	0.7901364465814338
11	1000	0.01	0.7833062841871153	0.7848647633037552
12	1000	0.01	0.7907796425408217	0.7889578760679016
13	1000	0.01	0.7892160894957637	0.7866588095299097
14	1000	0.01	0.7865469538100919	0.7848254776199708
15	2000	0.02	0.7957497784179038	0.789865432299095
16	2000	0.02	0.7872768702260909	0.7850162124615327
17	2000	0.02	0.7910899653979239	0.7919213830838123
18	2000	0.02	0.7876103303793457	0.7897225235073575
19	2000	0.03	0.7891670524472255	0.7885559095062814
20	5000	0.07	0.7865347372977987	0.7892909503434651
21	5000	0.06	0.7872682586512153	0.7887181764610431
22	5000	0.07	0.7914974651585289	0.7900157427414005
23	5000	0.07	0.7879156283407506	0.7895579791216518
24	5000	0.07	0.7869868558042207	0.7885433836360893
