	n train	train time	train score	test score
0	50	0.27	0.5	0.5
1	50	0.25	0.5	0.5
2	50	0.25	0.5	0.5
3	50	0.25	0.5	0.5
4	50	0.26	0.5	0.5
5	50	0.25	0.5	0.5
6	50	0.27	0.5	0.5
7	50	0.27	0.5	0.5
8	50	0.26	0.5	0.5
9	50	0.27	0.5	0.5
10	50	0.27	0.5	0.5
11	50	0.29	0.5	0.5
12	50	0.27	0.5	0.5
13	50	0.27	0.5	0.5
14	50	0.26	0.5	0.5
15	50	0.26	0.5	0.5
16	50	0.26	0.5	0.5
17	50	0.26	0.5	0.5
18	50	0.26	0.5	0.5
19	50	0.27	0.5	0.5
20	500	1.39	0.7681861413709591	0.6047131713796764
21	500	1.49	0.7639555146554932	0.5888513038546005
22	500	1.4	0.7832754997311959	0.6144078478521183
23	500	1.51	0.8055775786886545	0.6244546062742095
24	500	1.4	0.7864080454276046	0.6138473043006113
25	500	1.53	0.7966236443048536	0.608998754078333
26	500	1.42	0.7989872062947805	0.6066905266321816
27	500	1.34	0.7694229450377192	0.6016450286755901
28	500	1.48	0.7952184265513388	0.6164627702122915
29	500	1.42	0.782359734385526	0.6139036616522764
30	500	1.48	0.7937985262845556	0.6110306487034173
31	500	1.41	0.78015881439171	0.6153659228304238
32	500	1.43	0.7837002854796449	0.6146284293145492
33	500	1.45	0.7707944450416817	0.5951596912829115
34	500	1.46	0.7713580734307146	0.5890537055261716
35	500	1.45	0.7746106973595125	0.5989398757956689
36	500	1.43	0.7763315569498164	0.6065172126259859
37	500	1.38	0.7827450058293899	0.6095180901038915
38	500	1.56	0.7944270053605061	0.607364996873076
39	500	1.49	0.7781259339960085	0.6136661123850431
40	1000	7.69	0.781217361735202	0.6153010815763575
41	1000	8.57	0.7878455944622853	0.6162094651263131
42	1000	7.83	0.7852279437166328	0.6175735554338183
43	1000	8.56	0.804392347606904	0.631366562759062
44	1000	8.18	0.7880010052728494	0.6273330731603264
45	1000	8.6	0.8037745717648085	0.6318259054747835
46	1000	8.65	0.8046438363870728	0.6320058854042943
47	1000	7.9	0.7875279661058078	0.6237795300402864
48	1000	7.91	0.7947857130763519	0.6284905198450597
49	1000	8.39	0.7919722658840735	0.6307345120301736
50	2000	39.53	0.7816230343876829	0.6264186296800842
51	2000	42.45	0.7904574282615067	0.6389487475336084
52	2000	41.68	0.7943107207705012	0.6384966767342308
53	2000	43.2	0.7981559872142231	0.6359981674770814
54	2000	40.9	0.7927414627328051	0.638411837710219
55	2000	43.47	0.8007934383138219	0.6386602948519681
56	2000	43.96	0.7962417833059013	0.644875359353866
57	2000	40.34	0.7905538715432595	0.6357666781401347
58	2000	40.88	0.7972513968370583	0.6409630683608616
59	2000	41.94	0.7922815142051947	0.642712570234592
60	5000	169.35	0.7897732442243136	0.6563716531005027
61	5000	175.44	0.7937170858471773	0.6522824121431307
62	5000	169.68	0.7936227078053844	0.6521884832236889
63	5000	168.72	0.7936455388321763	0.6546294231431161
64	5000	163.65	0.7893291979445526	0.652304833885191
