n train,train time,train C,test C,train brier,test brier
100,1.95,0.9370277078085643,0.47198787686879423,0.06148113808764384,0.20865982579959505
100,1.65,0.9636803874092009,0.5038213952641994,0.05233132583285699,0.1957027611966389
100,1.66,0.9683698296836983,0.49618643100180404,0.03620757247617855,0.20693035291085823
100,1.66,0.9605911330049262,0.5097565341926245,0.07040457073419053,0.20849659341881208
100,1.67,0.96,0.47850740808487285,0.06722604255561193,0.20071086649609182
100,1.66,0.9773299748110831,0.4709182634662806,0.06034271531172022,0.22214891580912424
100,1.67,0.9542168674698795,0.4560403068819421,0.05757802940186473,0.2529946122185342
100,1.65,0.9683698296836983,0.4920095748318705,0.06824374201285424,0.2126574787012251
100,1.66,0.9653465346534653,0.5153049690283492,0.06188779850929989,0.2049697597644924
100,1.66,0.9727047146401985,0.5297567824629739,0.04317910682893379,0.2072704048844961
100,1.65,0.9625,0.48458993954602486,0.07842495912046017,0.2381400537952144
100,1.71,0.9562043795620438,0.4744090909090909,0.06543517501885786,0.2019201281075975
100,1.65,0.9482758620689655,0.4919349380738602,0.05917158898127755,0.2649453217570625
100,1.66,0.9606879606879607,0.4972373188405797,0.07501685692921099,0.20479092607631336
100,1.65,0.9772727272727273,0.4727753649972279,0.055987194349883106,0.21773531184119396
100,1.66,0.9664082687338501,0.5007536311318169,0.06907290381935481,0.1927749995756436
100,1.65,0.958128078817734,0.4983820234889457,0.06303568072847227,0.22212444604636666
100,1.65,0.9681372549019608,0.47379431092112145,0.06560121288493816,0.2154852621424141
100,1.66,0.9775561097256857,0.4751129157352069,0.04700549303545138,0.20072584474770025
100,1.64,0.9202898550724637,0.49776009096077317,0.057233286323304676,0.226404284058658
500,2.41,0.8445309670409272,0.512677266867211,0.09439622305455796,0.3075812687454409
500,2.42,0.8389194139194139,0.505379523690376,0.09596474169209318,0.1920906946017096
500,2.41,0.8451490856679579,0.5348587609326118,0.09608126801782332,0.18237377599926916
500,2.41,0.8348623853211009,0.5045426065162907,0.09844057578035703,0.209894306716227
500,2.43,0.855886884800145,0.5180857874519846,0.09153644467517465,0.2009241976041643
500,2.4,0.8608228654651374,0.47856480329389406,0.09159856299850858,0.21022931713733206
500,2.42,0.8540530878541425,0.5074544829955342,0.09844135489825934,0.18739772959530637
500,2.41,0.8257760883337859,0.5026102815456515,0.09321110859230125,0.1998412269203339
