n train,train time,train C,test C,train brier,test brier
100,0.06,1.0,0.5065664571335138,,
100,0.04,0.9997717937015062,0.5352238095777584,,
100,0.04,1.0,0.5274935930989008,,
100,0.04,0.9995497523638001,0.531724686583963,,
100,0.05,0.9997650927883486,0.5203111318794489,,
100,0.05,1.0,0.5344132309381138,,
100,0.05,1.0,0.5405134714804337,,
100,0.04,1.0,0.5409985542299521,,
100,0.05,1.0,0.5414856050279483,,
100,0.04,0.9995536710555679,0.5185233862141321,,
100,0.03,1.0,0.5351033954557058,,
100,0.06,1.0,0.5318717668125746,,
100,0.05,0.999775684163302,0.49781036961777286,,
100,0.04,0.9997695852534563,0.528403621569589,,
100,0.04,1.0,0.5156040525098748,,
100,0.04,1.0,0.5190844829551933,,
100,0.04,1.0,0.5367961942144462,,
100,0.04,0.9995471014492754,0.5328245720003967,,
100,0.04,1.0,0.5415909039123202,,
100,0.05,0.9995514689392241,0.49328046716430995,,
500,0.86,0.9996629407960063,0.5483758152716967,,
500,0.51,0.9996681108330419,0.5603158598343662,,
500,0.67,0.9996501708780711,0.5474088022097294,,
500,0.55,0.9995462593083568,0.5373714864293737,,
500,0.68,0.9995288062487541,0.5305460913433838,,
500,0.58,0.9994900653809029,0.5660934530262687,,
500,0.57,0.9995436748774768,0.5629888208431519,,
500,0.65,0.9996186861520999,0.5589609461082993,,
500,0.73,0.9996313082263228,0.5793553138350913,,
500,0.72,0.9993535179398771,0.5640404525647679,,
500,0.67,0.9994379476022119,0.546535793146384,,
500,0.6,0.9996744909399978,0.5590610642839056,,
500,0.76,0.9996109301483894,0.5402252450435658,,
500,0.5,0.999684590914416,0.5469995822662962,,
500,0.56,0.9996516301920501,0.5480133344130429,,
500,0.68,0.999745951095586,0.550192680424125,,
500,0.7,0.9994091070243539,0.5557776401054549,,
500,0.67,0.9995121334224744,0.5556286793541466,,
500,0.56,0.9994231861422689,0.5523731401098275,,
500,0.65,0.9996170561413508,0.5557005329323417,,
1000,2.13,0.9996336085039014,0.572833966171902,,
1000,1.91,0.9995604849017594,0.5833074648509635,,
1000,2.04,0.9996344402422623,0.5573652738029689,,
1000,1.57,0.9994769280764976,0.5719709896646725,,
1000,1.03,0.9996076250779145,0.5506462632870733,,
1000,1.6,0.9996013594319034,0.562097136351059,,
1000,1.4,0.9995152624068928,0.586321681532447,,
1000,1.52,0.9994856149561886,0.5717262584873942,,
1000,2.48,0.9995487384883412,0.5739806420331354,,
1000,1.48,0.9994448706954913,0.5752458039414738,,
1000,2.4,0.999569168721198,0.5582033331989663,,
1000,1.45,0.999622337818821,0.5619765853923235,,
1000,2.78,0.9996127559547264,0.5644778678374933,,
1000,1.6,0.9995803487123626,0.5634501171470604,,
1000,1.52,0.9996207692773748,0.5561583933921775,,
1000,2.42,0.9996252810392205,0.557263709953255,,
1000,2.15,0.9994627988181574,0.5658630170437331,,
1000,2.29,0.9995291595947186,0.5732399953120634,,
1000,2.01,0.9994948112441219,0.5649383644359377,,
1000,1.68,0.9995342159977678,0.5634427743949724,,
2000,7.06,0.9996113663257639,0.5894686881165634,,
2000,5.71,0.9995745581269782,0.5986404885177926,,
2000,6.43,0.9995009040122805,0.5775297345922809,,
2000,5.13,0.9996504429307536,0.5793071963079399,,
2000,4.63,0.9995724738224375,0.5809428321257957,,
2000,5.54,0.9995616199070589,0.5837842986940527,,
2000,5.38,0.9995124431160177,0.6001026312768817,,
2000,4.98,0.9995099008384594,0.5920846918066243,,
2000,6.83,0.9996243234030796,0.5870353767759288,,
2000,2.49,0.9960546208954016,0.5849646617887321,,
2000,1.81,0.9969448808632777,0.56149308681456,,
2000,2.6,0.997818288439167,0.5742253916000434,,
2000,9.15,0.9996158559392379,0.5909892911085812,,
2000,4.99,0.9995632928945909,0.5775486296518281,,
2000,4.49,0.9994984198254209,0.5818082435824763,,
2000,2.24,0.9975473582969776,0.5727077870254247,,
2000,3.18,0.9986035601592833,0.5827518687510458,,
2000,7.53,0.9995932209484469,0.5842250930825889,,
2000,5.06,0.999612346945568,0.5709914097568756,,
2000,6.07,0.9995734888778375,0.5787789083765456,,
5000,8.93,0.980003574411432,0.6137065566920408,,
5000,7.19,0.9736199520583271,0.6340421675144732,,
5000,8.44,0.9699603881648752,0.6019428035375611,,
5000,14.29,0.9896459998007184,0.6070292883246735,,
5000,15.84,0.9806984247434196,0.608174810929993,,
5000,15.73,0.9778538086287508,0.6124593450758211,,
5000,8.68,0.9576381947835946,0.6218510090950217,,
5000,13.81,0.9765265088024474,0.6112009846621672,,
5000,7.91,0.9556856943998517,0.5986904097558298,,
5000,23.68,0.9902729885573014,0.5968679400054837,,
5000,19.41,0.9869702498329916,0.5953558263798377,,
5000,8.46,0.9610129949194236,0.5969820569402742,,
5000,59.45,0.9978553191336499,0.6048754711504007,,
5000,25.36,0.9908003689764566,0.5985170453513504,,
5000,52.22,0.9976779691670206,0.6131288183478645,,
5000,25.41,0.989866170672801,0.6076707330977084,,
5000,30.22,0.9913865231968338,0.5983372298620312,,
5000,25.8,0.992216879741387,0.5994000342579988,,
5000,34.58,0.9951861219167943,0.59478319320072,,
5000,38.51,0.9936536288123671,0.597841747640465,,
10000,75.78,0.9757347648390633,0.629008229929328,,
10000,47.51,0.9509872129542115,0.6408601175977432,,
10000,123.14,0.987767802600956,0.6108252269889718,,
10000,68.53,0.9703999691171301,0.6233741578391866,,
10000,43.13,0.950052267414048,0.6200225931286039,,
10000,28.93,0.9313081871932894,0.6152354470113811,,
10000,30.94,0.9413426214712887,0.6369328552876489,,
10000,122.58,0.9835818406376116,0.6228169211659378,,
10000,28.64,0.9337380220037567,0.599886560118563,,
10000,49.01,0.9513756933784545,0.6206405064954782,,
10000,150.16,0.9865441081475619,0.6129444750502757,,
10000,29.89,0.9316276007548454,0.6085921390587129,,
10000,131.03,0.9843899684459138,0.6164937792272,,
10000,152.94,0.9854690702403196,0.6147700648395358,,
10000,124.95,0.9816421349963451,0.6263237689061643,,
10000,43.76,0.9408950019811811,0.619537110933759,,
10000,88.62,0.9699949016748843,0.6215129082876226,,
10000,88.29,0.9687765496545533,0.6163802818171163,,
10000,40.91,0.945004554584844,0.6130403080638913,,
10000,54.77,0.9518241534320682,0.6289995212374999,,
