	n train	train time	train score	test score
0	50	0.12	1.0	0.5616225220945058
1	50	0.1	1.0	0.5447868237723793
2	50	0.11	1.0	0.5397795033765932
3	50	0.13	1.0	0.5606644471162003
4	50	0.1	1.0	0.5259877080374067
5	500	5.4	0.9990194828752684	0.5685090268721549
6	500	14.83	0.9991091183208349	0.5884771031594053
7	500	8.16	0.9990029812814623	0.5896909071958036
8	500	5.11	0.9990585110600174	0.5941479859215699
9	500	7.6	0.9990153528478289	0.580406488003762
10	1000	14.59	0.9981880449831192	0.5833970636001804
11	1000	19.06	0.9987333129054906	0.5917609793816931
12	1000	11.81	0.9980717826088021	0.595787197064085
13	1000	6.57	0.9929551116056045	0.5993074105675489
14	1000	14.32	0.9986781628638677	0.5946630799959277
15	2000	25.7	0.9632098090952176	0.5882425838573153
16	2000	30.09	0.976432730338199	0.5975821484149646
17	2000	47.18	0.972982124045399	0.6121829444474071
18	2000	28.08	0.9814770627063718	0.6045922757704595
19	2000	34.68	0.984994074626569	0.611689666122081
20	5000	153.69	0.9083873714930872	0.6205686759779515
21	5000	95.43	0.8885158560343062	0.6294495038129081
22	5000	94.26	0.8873669120557826	0.629130751479835
23	5000	226.49	0.932204423493364	0.6291840788663567
24	5000	138.49	0.9140029213137393	0.6371468272628992
