	n train	train time	train score	test score
0	50	0.46	0.9228395061728395	0.5308442678941618
1	50	0.53	0.943342776203966	0.5250171961985096
2	50	0.46	0.9377777777777778	0.5553491482824032
3	50	0.32	0.8275340393343419	0.5108148617996863
4	50	0.27	0.6743119266055045	0.5441005138628731
5	500	1.6	0.8266723564554578	0.6190152468993291
6	500	1.32	0.7190656471186796	0.5967896065938199
7	500	1.22	0.6393950114983195	0.5584938510202284
8	500	1.46	0.7804198513088694	0.6066330914361742
9	500	1.27	0.7165267068335779	0.5900084136417622
10	1000	2.96	0.7802455353017068	0.6532127735028597
11	1000	2.59	0.7075262239742631	0.6026892712381977
12	1000	2.77	0.7308261160697861	0.6407006052585856
13	1000	3.23	0.770457604306864	0.6428676832852951
14	1000	2.59	0.712002778562323	0.6266238209596073
15	2000	2.79	0.7222376622125383	0.6400276329224494
16	2000	3.27	0.7535863586973741	0.6457273694457469
17	2000	2.8	0.7276478844737588	0.6491466758379726
18	2000	3.08	0.7131677236282598	0.6530836532579953
19	2000	2.7	0.7038442062581675	0.6393927421331854
20	5000	4.21	0.7369875374261526	0.6813172526068009
21	5000	4.06	0.7178259971522231	0.6700590978005526
22	5000	4.6	0.7426548500007756	0.6722086226142506
23	5000	4.06	0.7101003723079757	0.6729622207254059
24	5000	4.2	0.7235858955294582	0.6715627238778439
