id	filename	md5	size	state
01ca215e-7102-4db3-b2b1-f946322e548f	01ca215e-7102-4db3-b2b1-f946322e548f/b0f574c1-aab1-4709-b909-a78ef904eb83.mirbase21.mirnas.quantification.txt	2ac13e10d15c29384c1cd336bc39c1ab	50316	validated
01d6f026-8a3e-44a7-9090-26097d22eee2	01d6f026-8a3e-44a7-9090-26097d22eee2/9d32f578-4734-471a-8877-87b5ccc0e138.mirbase21.mirnas.quantification.txt	958f0ccea1894a8a757b30a7ef8cef85	50610	validated
0212343f-b888-4e77-b680-7bc0600e082b	0212343f-b888-4e77-b680-7bc0600e082b/41b67906-5a9f-4f4e-9366-565dda8768c7.mirbase21.mirnas.quantification.txt	fdaa5d2d482bc687fe0113467a241849	50403	validated
022b63e4-07e9-43ec-83eb-4c8289ae344a	022b63e4-07e9-43ec-83eb-4c8289ae344a/d1471134-95d9-4c0f-bae8-9fd967cfc4c1.mirbase21.mirnas.quantification.txt	d6a10a730eb0b237a0aebfaeeda0becd	50336	validated
02375e0f-09be-4185-9c04-fe5618854989	02375e0f-09be-4185-9c04-fe5618854989/b5b6f9e9-481a-4286-9379-514f6c94ff2e.mirbase21.mirnas.quantification.txt	b51f9c01bd3ae96e38a6046817d512c6	50301	validated
04371a8e-8cc5-47c8-8951-d4db042350ae	04371a8e-8cc5-47c8-8951-d4db042350ae/bf9fd206-6154-463e-9cf5-5c85314022b8.mirbase21.mirnas.quantification.txt	637ed0275d9ab512be65291f9c7e5c08	50476	validated
04986160-bc00-4cc5-be9d-ec17a922b320	04986160-bc00-4cc5-be9d-ec17a922b320/eb8cd7eb-54e6-4c28-b74d-9afc7bfe55f3.mirbase21.mirnas.quantification.txt	ee88294b2652a6b3e0a4c5f117c366be	50379	validated
07d6f7b6-d08b-454c-bebf-b6ecb83c66ad	07d6f7b6-d08b-454c-bebf-b6ecb83c66ad/8d01585b-4bc3-43e3-a28d-38bf4b7e2d9e.mirbase21.mirnas.quantification.txt	f8d6128a1b172508d15922f44ff84a32	50351	validated
0871908a-a4f3-45c7-a082-58958169ed38	0871908a-a4f3-45c7-a082-58958169ed38/69a04663-63bc-479a-9db6-3ac74d2419a1.mirbase21.mirnas.quantification.txt	886dc2724830c0218c5bba88eede2791	50397	validated
0919f485-4002-4eca-a690-a5f1ee0f8526	0919f485-4002-4eca-a690-a5f1ee0f8526/2d3acc0b-677b-4834-9692-84ffed73bd29.mirbase21.mirnas.quantification.txt	e6d9964214d6f544f34fa36a94ae880a	50323	validated
097c2e74-ae11-43f4-a505-1c8297a7f7f9	097c2e74-ae11-43f4-a505-1c8297a7f7f9/7f3057c2-2c28-4e9e-a421-fe5e5528ced8.mirbase21.mirnas.quantification.txt	a5a337ca192f3d0ed74d82ef5f53f1f6	50608	validated
09f1b6e6-6a6c-4831-971e-fcd69cb94eda	09f1b6e6-6a6c-4831-971e-fcd69cb94eda/85e63050-6ee1-44a7-ab68-52862f1f72b6.mirbase21.mirnas.quantification.txt	af5170201b87619085b24925d03bb825	50465	validated
0a0c7121-1da9-4c91-93e2-30890d771e9a	0a0c7121-1da9-4c91-93e2-30890d771e9a/fc7f80ed-77ad-4637-9d7a-b22da3889144.mirbase21.mirnas.quantification.txt	3185cc02fb7afc5b1522260e56686f11	50393	validated
0a41bd93-afd2-4947-88bf-622d919803e7	0a41bd93-afd2-4947-88bf-622d919803e7/2bb8ecd6-1825-4ff5-8ecb-ef23cde4665a.mirbase21.mirnas.quantification.txt	fc0c97d0e33d6a72ddb2a89ab40ca8af	50313	validated
0a8e072d-56aa-4d3d-9a28-1879d244937b	0a8e072d-56aa-4d3d-9a28-1879d244937b/6d06144e-f7a0-4237-99c1-e72eec669e72.mirbase21.mirnas.quantification.txt	effbbe522ac7f40093d5ef5f61231453	50416	validated
0b9ac140-7d41-4423-9bbf-94de3c608b7a	0b9ac140-7d41-4423-9bbf-94de3c608b7a/19a91470-f129-4237-b866-65b6433da3a8.mirbase21.mirnas.quantification.txt	a8345533690724d66cd6872befe91294	50403	validated
0bf51590-5e89-4317-9196-18dfa691565e	0bf51590-5e89-4317-9196-18dfa691565e/2174c5e8-55ce-4f08-a4f2-389ec1280417.mirbase21.mirnas.quantification.txt	b852e2f344d4ebb4bd169a7c9f2a2fe5	50267	validated
0c7c9748-53c2-4866-a5e9-d75a7d64b783	0c7c9748-53c2-4866-a5e9-d75a7d64b783/520036e7-bbf0-485c-9ff3-1c55b2d81016.mirbase21.mirnas.quantification.txt	a01b572012063fd9b0fa39afafcdd101	50269	validated
0c92bbc8-7836-4e56-acf8-329956df1435	0c92bbc8-7836-4e56-acf8-329956df1435/fa3f8f5f-4d00-471c-8993-9f7a5c40dec6.mirbase21.mirnas.quantification.txt	d103fa202897d93bf7f59b242e9f5f99	50212	validated
0cd5c814-664b-485d-b838-c284c8d95ee8	0cd5c814-664b-485d-b838-c284c8d95ee8/de821769-ac6e-4fb4-be5e-e334c3750068.mirbase21.mirnas.quantification.txt	99f46879c953c82df2bf8a5b018a8bfb	50615	validated
0d758350-957f-4dc7-8813-b7ba9facfabb	0d758350-957f-4dc7-8813-b7ba9facfabb/9a9e4e42-85a5-4d62-bb82-64aa754fe196.mirbase21.mirnas.quantification.txt	4479656943ab54ff19c4c6712143910f	50303	validated
0ebefab5-077a-4fde-9145-62ddfb800a29	0ebefab5-077a-4fde-9145-62ddfb800a29/ef3d75f6-a8b8-43d1-a50b-c8b787c41f9e.mirbase21.mirnas.quantification.txt	2bdb9b046b53875669aec39ad32f9487	50343	validated
0ee8e9a6-2cf7-4380-9289-f6a8d20e7d1b	0ee8e9a6-2cf7-4380-9289-f6a8d20e7d1b/1ae55c03-452d-4afc-b7fb-e469299e5c81.mirbase21.mirnas.quantification.txt	58d7f61ce3d07d4a453614847e54984c	50497	validated
0f18cdff-31f8-4219-9c7a-6b7645d7fc69	0f18cdff-31f8-4219-9c7a-6b7645d7fc69/1d1624e0-24cd-48d0-928c-057297a7e3c5.mirbase21.mirnas.quantification.txt	94f451e93b539a6f9da58cec4e7a2edd	50447	validated
0f539702-77a0-4f3a-9e76-ad97a52f798d	0f539702-77a0-4f3a-9e76-ad97a52f798d/d1d9286d-960e-4546-b78c-42277b1f87d6.mirbase21.mirnas.quantification.txt	27f33eb0347f5eaf2881fbe2c7f92c48	50385	validated
0fa6057b-6b40-4a51-9926-5c8d0f4dff4c	0fa6057b-6b40-4a51-9926-5c8d0f4dff4c/675cc9a8-ee1d-4918-8b92-9d97ad6c5050.mirbase21.mirnas.quantification.txt	3d4b9c985e9eb1d15f6882d161ce488a	50261	validated
1004a9dc-33c7-478c-90a7-901cf5d88d65	1004a9dc-33c7-478c-90a7-901cf5d88d65/96286a23-cbc9-4a7e-865e-e3a467365cb4.mirbase21.mirnas.quantification.txt	5f2c7dbf79f6cab9b53a1d712f0090df	50324	validated
1019a53e-573c-4327-a715-7c51908ca66a	1019a53e-573c-4327-a715-7c51908ca66a/10cb35df-b685-4086-a13b-7a24456140d1.mirbase21.mirnas.quantification.txt	b5abf1fdb25cda079bc8365f2640946f	50578	validated
104eef9e-1f98-4775-be91-0c6dea4504aa	104eef9e-1f98-4775-be91-0c6dea4504aa/efce64b5-177a-4857-a03f-685d8f4e81d2.mirbase21.mirnas.quantification.txt	f8d9f7bf91b18eac715000d834182a8c	50500	validated
10ce6371-0ca2-4bec-a9fc-77468bbc8238	10ce6371-0ca2-4bec-a9fc-77468bbc8238/4fd0cef2-8ce2-41ab-b5fe-0ac3b4c0ea7d.mirbase21.mirnas.quantification.txt	77f31a81fb9ba5ffca10275d2d911c90	50376	validated
10dd7b22-b9c0-40b5-a524-b7da41352593	10dd7b22-b9c0-40b5-a524-b7da41352593/d348cdfe-811d-45cd-ac3a-d3e2f81abf7f.mirbase21.mirnas.quantification.txt	2b33156aa1ccfc7c7dd1ecaee8ff09f2	50674	validated
11f6e9bb-dd11-4b8b-abcd-74f6e9fa6d02	11f6e9bb-dd11-4b8b-abcd-74f6e9fa6d02/0b7b7b79-5575-4d50-97b1-b79458be57f9.mirbase21.mirnas.quantification.txt	bab3c1f4a27468218d51647a5d039818	50528	validated
12055b70-504d-40e3-b3d7-f5557dcd6d3a	12055b70-504d-40e3-b3d7-f5557dcd6d3a/0ca9152f-2343-4816-9921-f426ab54e99a.mirbase21.mirnas.quantification.txt	dcd4c11278e576a5464b11e11d85b1cc	50188	validated
12099b4b-7076-42cf-a9e3-0d4ccd1d421a	12099b4b-7076-42cf-a9e3-0d4ccd1d421a/5699315c-a9e6-4aaa-b29b-f7855c2f9f15.mirbase21.mirnas.quantification.txt	a98a778a5c4b9846e61ce8b01d477077	50510	validated
12151331-a8e8-4293-912f-41a7cdc73c57	12151331-a8e8-4293-912f-41a7cdc73c57/ae568710-1daf-4169-9676-ec396dfbe612.mirbase21.mirnas.quantification.txt	ff00f542247d1cfa4ffb75ea50fa1185	50686	validated
121da7b0-6293-402c-b126-30a81050f07e	121da7b0-6293-402c-b126-30a81050f07e/4dc37f64-7af7-405a-854d-c4aec885d98a.mirbase21.mirnas.quantification.txt	c87165856da1fd12995b5253e0901417	50413	validated
12a66764-b62c-44cf-ba8a-48a2e0128328	12a66764-b62c-44cf-ba8a-48a2e0128328/ffe5f25d-1662-4b49-910a-d1b7c53012cc.mirbase21.mirnas.quantification.txt	66bfbe01bd0c42b6d29d07ffd3da5cb9	50594	validated
12c166fc-fd65-450c-9790-e6e595213441	12c166fc-fd65-450c-9790-e6e595213441/bbc7befd-6578-47b5-829e-4b33f828edf7.mirbase21.mirnas.quantification.txt	692945dbc36cb9ea93a83d77c9d097df	50435	validated
12ddf517-ab33-4e83-b385-ef1d59b14f63	12ddf517-ab33-4e83-b385-ef1d59b14f63/4ab8ea61-f8fc-43d6-943d-a2c36ab17ad5.mirbase21.mirnas.quantification.txt	f511b456f76c0bd4bf8b99391bfe0e48	50253	validated
13009296-6ba6-4897-bff4-936150060de5	13009296-6ba6-4897-bff4-936150060de5/b0d0ccba-9568-4e5a-b392-9c998334cea5.mirbase21.mirnas.quantification.txt	edd093f7b2ee2965d9d86a549acddc0e	50447	validated
13a42774-9d96-4f4f-9cd5-5925e8f3fef3	13a42774-9d96-4f4f-9cd5-5925e8f3fef3/f32b53b2-e28e-4720-ae3e-4f32f5b969d3.mirbase21.mirnas.quantification.txt	bb9dde47da5082f90123d952bc93ed9b	50244	validated
13aeb482-f9e2-4e1b-ab6d-8b983c8f8573	13aeb482-f9e2-4e1b-ab6d-8b983c8f8573/e76870a8-b77e-4232-8716-c472de3cc8bb.mirbase21.mirnas.quantification.txt	6427db1d3faabf0f577a1ef92150ae29	50489	validated
1636a05d-47e2-45f3-b296-7a5be5fa47ef	1636a05d-47e2-45f3-b296-7a5be5fa47ef/1abf5fd7-bc43-4be2-99de-867fbf60b1bd.mirbase21.mirnas.quantification.txt	0353a657a891cffbfe00a5c2e861d845	50444	validated
