id	filename	md5	size	state
16830107-3352-44d4-8147-e81bc3be9c8b	16830107-3352-44d4-8147-e81bc3be9c8b/c2654b5a-c5c3-4d04-a7bc-8129561724e4.mirbase21.mirnas.quantification.txt	3559bdd6e01a460f2bc49e43082d3aed	50434	validated
16a825c3-088b-403d-bf53-43226f2cde89	16a825c3-088b-403d-bf53-43226f2cde89/7117d5fb-cba1-40c8-bc1f-96567f714b90.mirbase21.mirnas.quantification.txt	d639865709b6a5fa438c7b2f22f3ddc7	50354	validated
175cc05b-58af-43ff-820a-7e882c3beb87	175cc05b-58af-43ff-820a-7e882c3beb87/52afe309-f465-435f-9ca6-959ce4353a0b.mirbase21.mirnas.quantification.txt	858165e904fbc4d6b645ed965b0c5335	50422	validated
17601eb5-e2d1-419a-a1e2-9febcccc3605	17601eb5-e2d1-419a-a1e2-9febcccc3605/98b07d68-0dff-41c8-8dea-2fa9b5b9ec53.mirbase21.mirnas.quantification.txt	ff4903a1151ccfd673215d5bdb51789e	50345	validated
18ef796b-422d-474a-8b4d-ea31ee44f3dd	18ef796b-422d-474a-8b4d-ea31ee44f3dd/db01065e-8c1f-4a08-b464-212f223cff0d.mirbase21.mirnas.quantification.txt	0fbb2f9a7386a2856b84ed3c0fa400fc	50387	validated
193f8921-c873-498c-a0ee-28fad1ad2951	193f8921-c873-498c-a0ee-28fad1ad2951/6d5ef574-9b59-4378-acbd-e38bf005c457.mirbase21.mirnas.quantification.txt	e13b71bf84350f05da3b0a1f6e264c61	50269	validated
1c3711fc-8836-402b-829d-9deabc991632	1c3711fc-8836-402b-829d-9deabc991632/d075d816-0ac5-40f9-9a84-1f278a8410c8.mirbase21.mirnas.quantification.txt	fb183b5fe69d2f01c64d6fffaedd37f1	50450	validated
1c87702f-551b-49fa-aea9-11d11d6294ee	1c87702f-551b-49fa-aea9-11d11d6294ee/32f249f1-d00a-4b86-982c-9d84c3117454.mirbase21.mirnas.quantification.txt	b6354a080237d3ea5eeb57e8f644773d	50493	validated
1e7655b1-682f-43cd-8292-22173a8e53f4	1e7655b1-682f-43cd-8292-22173a8e53f4/4d1a7f75-1111-4c65-bdb3-0b42c65ffba3.mirbase21.mirnas.quantification.txt	239092508cf405894c6610fa5d96c259	50388	validated
1ed9062c-8430-41a8-b65c-7326e0694697	1ed9062c-8430-41a8-b65c-7326e0694697/febb8af0-9356-4e4c-8be0-88af0c853c52.mirbase21.mirnas.quantification.txt	04922c56005a648859fc8cde9f2afbc0	50245	validated
1ed9bd02-44fd-4a91-949d-b1566bc7c867	1ed9bd02-44fd-4a91-949d-b1566bc7c867/cf881175-9db1-42e1-b48d-76ae5d953469.mirbase21.mirnas.quantification.txt	bd23e2c8f68dc8edc667f4328d6ebf70	50492	validated
1f6dfc85-7f8e-43b4-8b5c-34bfb189b50e	1f6dfc85-7f8e-43b4-8b5c-34bfb189b50e/8fc82582-366b-4776-ba93-1724ff9e938a.mirbase21.mirnas.quantification.txt	ed9dfa0f50de756c828a1974b673b0bb	50466	validated
202222ef-ac0d-4b59-928a-24819b3ceb78	202222ef-ac0d-4b59-928a-24819b3ceb78/a796c8d7-0833-4091-ad97-8520302ca6cd.mirbase21.mirnas.quantification.txt	2c86926a3fabe91f6b63d668ee62eaa9	50473	validated
20f9fba3-95c1-47a2-ae72-ae20517bbdd4	20f9fba3-95c1-47a2-ae72-ae20517bbdd4/29cbc421-b279-49d9-bd39-7acfc5da3c5e.mirbase21.mirnas.quantification.txt	cc197b985206f97f75a92056eed9ea0b	50368	validated
21d31071-cd0f-462d-a168-7455cb5d6e18	21d31071-cd0f-462d-a168-7455cb5d6e18/bed40114-788e-4a08-a715-0d27ce77dd93.mirbase21.mirnas.quantification.txt	9d57df6a8bd523e2133fe9e233fb1823	50355	validated
21d85987-cf1e-46ef-8222-b395cd0d550f	21d85987-cf1e-46ef-8222-b395cd0d550f/76508036-78ba-48f1-83b6-c29fbaae111f.mirbase21.mirnas.quantification.txt	c66f54760bbf921dc672514275265e71	50651	validated
22476a00-46ce-4063-85f5-09ac4e9f6394	22476a00-46ce-4063-85f5-09ac4e9f6394/37a18cce-3206-4a9b-9024-1a2094dfa54d.mirbase21.mirnas.quantification.txt	f8ce1f02a8a38652706e8c7edb31c197	50506	validated
22bad526-9587-4bb3-868b-9b2045a1532b	22bad526-9587-4bb3-868b-9b2045a1532b/27b109d4-eaf6-4151-a769-0c75769ebc1e.mirbase21.mirnas.quantification.txt	6404f53a0f648e96e1a4c47f7b918164	50791	validated
231171eb-ad46-4cb2-8acd-e70e25fb2127	231171eb-ad46-4cb2-8acd-e70e25fb2127/21003bc4-757d-470e-8306-fc930b6e6ae8.mirbase21.mirnas.quantification.txt	e0d9e05f210afab682d4805873de671a	50472	validated
2421b7b9-bd63-4bd0-98ed-d0dd33efe16e	2421b7b9-bd63-4bd0-98ed-d0dd33efe16e/5fd86190-cc2c-41f7-8b0f-a63b76983498.mirbase21.mirnas.quantification.txt	e1abccb6d0f0de4a1913ae9530aa0443	50445	validated
243ca17d-0e29-4068-a4f5-1a47159211b1	243ca17d-0e29-4068-a4f5-1a47159211b1/ce89f33f-06d2-4b21-92fe-85fd0d8b95ee.mirbase21.mirnas.quantification.txt	0527853c4737feffe2f66f627b9477f1	50462	validated
24588f0e-cafc-4f4b-bf37-2eef977ec7f3	24588f0e-cafc-4f4b-bf37-2eef977ec7f3/c1bd7087-1be5-40df-81da-22b1e2989f94.mirbase21.mirnas.quantification.txt	338fbb86d523ed0bed6d5cd237d5fdee	50481	validated
263634a0-8e95-423f-a665-8b7f4ee86481	263634a0-8e95-423f-a665-8b7f4ee86481/91d187ba-3bb0-4f3b-b196-3a1c3ec61ad8.mirbase21.mirnas.quantification.txt	5fa2f8aafc8eec5e40cb38ae931d5ef6	50376	validated
27d6fee3-6954-4883-9d65-780e74b5f9dc	27d6fee3-6954-4883-9d65-780e74b5f9dc/a60fd4de-1ed4-475b-89a4-b9b54addf30c.mirbase21.mirnas.quantification.txt	b43743e3e1641bf0e83d3e8df0f46067	50336	validated
27f3bc83-d1b7-437c-8ab5-46e6d92cf264	27f3bc83-d1b7-437c-8ab5-46e6d92cf264/c7897163-e3f0-4017-adec-b68522c027ac.mirbase21.mirnas.quantification.txt	6ed815f3cc124bccc2ebc4eb44ecd33a	50164	validated
2812696a-09bc-45c3-9fdc-d2b594d706ae	2812696a-09bc-45c3-9fdc-d2b594d706ae/b883133b-d0bb-40f1-a1b5-c12b461d77cb.mirbase21.mirnas.quantification.txt	20dc81d1edfbf7b893bad0ffa020a8c7	50570	validated
28464e80-77f0-4d43-bb51-0fd72901693c	28464e80-77f0-4d43-bb51-0fd72901693c/5141c895-0a6b-4ef3-9d66-63678a6479e7.mirbase21.mirnas.quantification.txt	cb3a6ebf22f8ec2830fd5e98f0156529	50530	validated
2874f19a-6f05-4fd5-b2b0-986ba9631418	2874f19a-6f05-4fd5-b2b0-986ba9631418/44c22de3-9f00-45f1-bbdd-a072bcfd827f.mirbase21.mirnas.quantification.txt	c17b2662c646332d7f88ade6ee3adc4b	50590	validated
2b1cb24a-f914-4835-ba6e-7bd5a0c3b1b3	2b1cb24a-f914-4835-ba6e-7bd5a0c3b1b3/606d9178-420f-47aa-948a-40597fd733b1.mirbase21.mirnas.quantification.txt	fff2fe0a8908be717e0c60a96b0b7159	50343	validated
2b26b22b-9235-4836-a69d-7125bded0118	2b26b22b-9235-4836-a69d-7125bded0118/870b67ee-4d49-4d1f-aac6-76596457df68.mirbase21.mirnas.quantification.txt	cb5a83d2c5b4e075b90ee7f10f6f95d0	50534	validated
2bc06186-a275-4797-8daf-439c85242301	2bc06186-a275-4797-8daf-439c85242301/0eff2546-c0ac-4257-b3f7-2abea392d430.mirbase21.mirnas.quantification.txt	c1dfc85b234b56421db4113c8f5b2e98	50380	validated
2bca297e-5f72-4cd5-b991-ae6a3666d42b	2bca297e-5f72-4cd5-b991-ae6a3666d42b/ae93393b-f1ad-4019-887d-7224c7897989.mirbase21.mirnas.quantification.txt	ab06107c0145127497373ffe9ba6bd68	50551	validated
2be497d3-c4bc-4164-92e5-f2cecdd718ea	2be497d3-c4bc-4164-92e5-f2cecdd718ea/7afde7ca-4132-4140-9842-bf5a5053666f.mirbase21.mirnas.quantification.txt	ded3b33b2942d2b7f63a8bc2d7f9a469	50605	validated
2d6d82a1-2440-4850-b23d-950a95d80b03	2d6d82a1-2440-4850-b23d-950a95d80b03/ea7e413e-630f-4488-91b3-98ac6265c84d.mirbase21.mirnas.quantification.txt	98757b06283ebff3e8dbcef51049afe3	50425	validated
2ddfeaf6-fd88-4add-864f-a50625e2112f	2ddfeaf6-fd88-4add-864f-a50625e2112f/35b4f93d-ca37-43f1-b9bf-8530547303ef.mirbase21.mirnas.quantification.txt	c68ae7457e1767e128ed78eace48ada5	50545	validated
2e652488-19ab-4551-b924-5f74d8fce7d5	2e652488-19ab-4551-b924-5f74d8fce7d5/27800e40-45b8-49b7-a07f-f5756f806644.mirbase21.mirnas.quantification.txt	d3a015194ad0b6a81f6e0118b1f77d96	50563	validated
2ed88227-ff96-4a61-ad50-e54914d67380	2ed88227-ff96-4a61-ad50-e54914d67380/48b59b3a-f6e6-49e9-aaa6-f7c5e2713b8d.mirbase21.mirnas.quantification.txt	bcb4524147ea58d3633f4298aabf0fb9	50577	validated
2ee39e5e-e3a4-45f9-a3aa-763a8d59efca	2ee39e5e-e3a4-45f9-a3aa-763a8d59efca/f2ac729f-939c-4647-ac73-c3700a05bedc.mirbase21.mirnas.quantification.txt	5c59bd33d7d92000d46cfd1fc8ad8a53	50398	validated
2f315be1-373b-4471-bf31-f068ae1db753	2f315be1-373b-4471-bf31-f068ae1db753/d3c2b634-94d2-481f-a602-4735d3bf5043.mirbase21.mirnas.quantification.txt	2380ef8bc083026be0621a212baadc3e	50611	validated
2fdeef37-69c2-44f5-80ef-747714b57588	2fdeef37-69c2-44f5-80ef-747714b57588/5381e080-e31a-4b92-b076-8667b0f3cbf1.mirbase21.mirnas.quantification.txt	a2eb6383d93b30c2a25d64d1bf6e0cb8	50331	validated
301af8dc-7fe3-477e-a519-7744cf37e14c	301af8dc-7fe3-477e-a519-7744cf37e14c/943753f1-5023-4195-a8c1-d4ee90be80a3.mirbase21.mirnas.quantification.txt	131af44ae513e906fa14778c45531b65	50304	validated
30735f01-c125-487e-8576-f4c780a64fef	30735f01-c125-487e-8576-f4c780a64fef/aa216171-0f18-4dbb-a75b-b1363d67e342.mirbase21.mirnas.quantification.txt	dea6a86bc25cfa2ceb646dac4880137f	50476	validated
30800acc-2e2b-421a-a88e-2b08cbe6bb93	30800acc-2e2b-421a-a88e-2b08cbe6bb93/d59a110a-82fa-444a-b557-0f69ca37b56e.mirbase21.mirnas.quantification.txt	508ca8134e698814782e2a9e53de0fdd	50495	validated
30fb03e8-e279-4f1f-aab8-8dc79a2c5cef	30fb03e8-e279-4f1f-aab8-8dc79a2c5cef/668ac0f8-f32d-4d97-a56f-14ffc1f53c4e.mirbase21.mirnas.quantification.txt	c388b607b666d7386c556e0d3b7f30ba	50353	validated
3166093f-16b5-4974-886a-2351641a2e2a	3166093f-16b5-4974-886a-2351641a2e2a/b81a3219-aa54-44aa-a5f1-33bb1ecf1b57.mirbase21.mirnas.quantification.txt	12b745653eeef4107742cdf18ac4ff57	50530	validated
31f4cedd-2866-4b57-8985-bac973f8a32c	31f4cedd-2866-4b57-8985-bac973f8a32c/e122de3a-3970-49b5-95e7-61937a4b8d01.mirbase21.mirnas.quantification.txt	68ae15d57a710b32feb86f0679acb2a8	50421	validated
31fc9209-3f75-4862-bc11-545d035554ce	31fc9209-3f75-4862-bc11-545d035554ce/894a6355-0190-451c-a2bb-1c60c49ec369.mirbase21.mirnas.quantification.txt	3dade6cb1dab44d9356f69b8ca31f2ff	50407	validated
32cebe64-b7c0-4871-9155-50446af30077	32cebe64-b7c0-4871-9155-50446af30077/049b1b43-4cb5-4e65-b75d-3688b4aa2a5b.mirbase21.mirnas.quantification.txt	0c935b57c18fd2162da29681c64aa525	50484	validated
32e51a95-9aef-45d1-8ec4-577fb5d29529	32e51a95-9aef-45d1-8ec4-577fb5d29529/e15129b6-6794-44be-8a38-b1a3170c7f61.mirbase21.mirnas.quantification.txt	39003172e0997667c5f4fe5c71ecb3f8	50379	validated
33385292-5d1d-486d-b286-f7240da219a4	33385292-5d1d-486d-b286-f7240da219a4/ea0508dc-8cac-4615-87ce-d49d68c8dca5.mirbase21.mirnas.quantification.txt	ca04a2740533735621d4f286d055a2ae	50330	validated
33748a2e-5686-418b-bc8e-7d2a04a7709e	33748a2e-5686-418b-bc8e-7d2a04a7709e/4a2320e9-d329-401f-af31-6abc3529f2fa.mirbase21.mirnas.quantification.txt	b75317ee8094d2507fffa9bc9f0f781c	50313	validated
34244683-8b3f-432a-baee-41e014bccd9f	34244683-8b3f-432a-baee-41e014bccd9f/21ccab94-bd51-45ad-93c1-fb589102c9d9.mirbase21.mirnas.quantification.txt	8640f3fd84fe54c46e178d03a9238f25	50463	validated
34790407-210a-4f47-a1ce-2c6c1c69e10c	34790407-210a-4f47-a1ce-2c6c1c69e10c/aa46550d-2102-4f44-847f-82d322f79f3d.mirbase21.mirnas.quantification.txt	9329337c0f51fe4efc5e96d365496ea4	50244	validated
34a58238-f1ec-4974-b6d2-042b01540d8a	34a58238-f1ec-4974-b6d2-042b01540d8a/9fca19aa-db3f-4cc4-9a25-c99162b67a53.mirbase21.mirnas.quantification.txt	c67b9a25e0100a419d3b472f450355af	50518	validated
35bdc513-c564-430d-9a81-98f2be945f8b	35bdc513-c564-430d-9a81-98f2be945f8b/7622d209-0fad-4476-9b5e-e262a77e7ea0.mirbase21.mirnas.quantification.txt	8b30339a0d4eb234dedc608c5bc6797d	50331	validated
35c2603c-0e3a-47eb-b0d8-38d9de0898c7	35c2603c-0e3a-47eb-b0d8-38d9de0898c7/8feb6bd7-245d-49dd-9cf9-3848ec4945a7.mirbase21.mirnas.quantification.txt	8fc29097258850218c85f612fe9177cb	50575	validated
363aa98a-b2b1-475a-bae3-e940f0d455a4	363aa98a-b2b1-475a-bae3-e940f0d455a4/4a1606e9-b85c-4975-80da-617b178a7e87.mirbase21.mirnas.quantification.txt	2573cdace40a1fb3ef954f9645b87fba	50475	validated
3661b53f-1648-4721-9c90-c1d7fb2cff71	3661b53f-1648-4721-9c90-c1d7fb2cff71/71083737-88d9-46a9-a0b7-6f97c5f4288e.mirbase21.mirnas.quantification.txt	c4a6ae2ec3bb6e6655ca76efb05b3033	50165	validated
3690bc56-5c58-449b-80a9-96742daa4c71	3690bc56-5c58-449b-80a9-96742daa4c71/c4631666-2127-4fc8-9ef6-e9e2b3eb07e5.mirbase21.mirnas.quantification.txt	8263c469fdd0d7929efcad5b84da3d58	50463	validated
3695c20c-5901-494e-87d0-9fe40d73761f	3695c20c-5901-494e-87d0-9fe40d73761f/6c507b78-9e1d-4998-8022-9c817c9becb4.mirbase21.mirnas.quantification.txt	4d64cf20b9c6654a16dcd2de04ae9d6d	50433	validated
36a46440-0165-48bd-af46-117e86c840d5	36a46440-0165-48bd-af46-117e86c840d5/99802ec3-bd60-41cd-8c89-37373343a3e1.mirbase21.mirnas.quantification.txt	92779ecc6553af90bc2fd1ce4eaf500d	50534	validated
36cc6777-a58b-4ec1-97d7-616bb6559ea7	36cc6777-a58b-4ec1-97d7-616bb6559ea7/b0edb975-2514-4e70-9deb-39e0f2446dcc.mirbase21.mirnas.quantification.txt	4360fb1a4063a1ffdaf11a9d93ccafa5	50276	validated
36cdbe4c-6c3f-4094-a7db-17d6eaa127cc	36cdbe4c-6c3f-4094-a7db-17d6eaa127cc/7cd6702d-f216-4e68-8228-63b3c19b82c0.mirbase21.mirnas.quantification.txt	12b255a9e57257302773e35ed86baead	50317	validated
3722e0af-75ba-44ab-941e-e660855105a8	3722e0af-75ba-44ab-941e-e660855105a8/f9e848e8-5235-4001-90f8-d1a6ace75385.mirbase21.mirnas.quantification.txt	24cc335ea454f1b3dee6398ebaf8ac74	50424	validated
3777b9ba-f757-447f-b748-374f6fc19a28	3777b9ba-f757-447f-b748-374f6fc19a28/adf07cfa-8a37-4838-9700-d7cd616d3104.mirbase21.mirnas.quantification.txt	f195fa60ea05ac5395040cdaf3fd3422	50306	validated
37a5e60f-4e72-42cf-927e-86172f57c51a	37a5e60f-4e72-42cf-927e-86172f57c51a/fb1eed2e-d5be-4e52-9a42-a5b10dc19ac1.mirbase21.mirnas.quantification.txt	547a31ed16ec95e6492fbfc4f8a2cdd5	50590	validated
37affd3d-4949-4cb8-b1fb-a22d108663b9	37affd3d-4949-4cb8-b1fb-a22d108663b9/af835687-1b5d-4c25-954e-639473db689c.mirbase21.mirnas.quantification.txt	48d297638a7873306b43d0fe7edd7ce1	50399	validated
