	n train	train time	train C	test C	train brier	test brier
47	1000	0.93	0.6248790033844065	0.5262269497266066		
48	1000	0.96	0.6845014690934687	0.5115928587989799	0.12006501893951255	0.14654352146901864
49	1000	0.93	0.6102578384274409	0.513843854095425	0.14853872977093444	0.16069279789505814
50	1000	0.96	0.6544148711449091	0.5114408117564404	0.1883569375315093	0.21558511972963723
51	1000	0.98	0.7034057163624539	0.5246584184544331		
52	1000	0.92	0.6282318405748787	0.5041664384990102	0.20879505105019489	0.24187341832107503
53	1000	0.93	0.655619670961199	0.5004975025836346	0.20521226439851958	0.24686085213766587
54	1000	0.93	0.62922129102365	0.49994407465102	0.21045307228827076	0.24439081141699517
55	1000	0.99	0.6982299077749323	0.5343358340508478	0.19635274703801495	0.23689189258948432
56	1000	0.9	0.5784272006284837	0.5263839484927536	0.22491888543255764	0.23794873287609397
57	1000	0.94	0.6376036310334589	0.5196653333908121	0.20178912822963493	0.23596870249116347
58	1000	0.93	0.6220424262106814	0.5199216579069705	0.21447964971115036	0.2412856638716221
59	1000	0.96	0.6627012901403145	0.504209256344323	0.13414376709897693	0.1585200637129035
60	2000	1.54	0.5877003040405557	0.5215306768015827	0.22153364763157102	0.2304370244488355
61	2000	1.5	0.6117020196010715	0.5174836622248735	0.21668845950643628	0.24034496176873624
62	2000	1.5	0.6304922726909269	0.5448888308922307	0.13902962932113933	0.1580363335894375
63	2000	1.5	0.6175815823136034	0.5366881940423192	0.21551696663246472	0.23497534368666806
64	2000	1.5	0.6238349300840959	0.5288601015744151	0.1387884980111698	0.15756304758360734
65	2000	1.5	0.616853020686756	0.5175521125218021	0.2124689551280388	0.23610267084167466
66	2000	1.5	0.6387976669168034	0.5252208760006851	0.20105828477990956	0.2262295888200003
67	2000	1.5	0.6427645868549586	0.5377863115717703	0.11075133370897218	0.11899769933905797
68	2000	1.5	0.628005195734772	0.5402417839254235	0.16668849460169077	0.1817655140091773
69	2000	1.5	0.6378740490377676	0.5225545184769197		
70	2000	1.45	0.5837835474364468	0.49310982223894806	0.22223023530164526	0.24271586059853426
71	2000	1.49	0.6212531060761626	0.5179357254624618	0.21451095089893232	0.23822727738168864
72	2000	1.5	0.6118101025996024	0.5095568265626765		
73	2000	1.49	0.6098068032156165	0.5133055726114925		
74	2000	1.54	0.6816693877407917	0.5399283689488481	0.20128145878713577	0.22535126199179276
75	2000	1.44	0.5796823086044355	0.519408135041076	0.18249786663210044	0.1925672380952391
76	2000	1.49	0.6186708344215199	0.5358819369278575	0.1792600911191879	0.1970360514469214
77	2000	1.49	0.6230706842384192	0.5178104759829754	0.17627344152955923	0.20271095867449643
78	2000	1.49	0.6328812229809428	0.5393149377772237		
79	2000	1.45	0.5872617209513159	0.5205764505346114	0.20718086899948404	0.21940723264492853
80	5000	5.16	0.7012289589540308	0.58787270458483	0.19315389230101804	0.22311021059682562
81	5000	3.52	0.7019423506159544	0.5775667113681088		
82	5000	3.32	0.638707146762821	0.5548720882408797	0.20818947386550848	0.22813124599644358
83	5000	3.32	0.6453796414945389	0.5501691159250927	0.1373752095185298	0.1562403059973933
84	5000	3.21	0.6180676628762612	0.5434219555929427	0.21265500380310315	0.22941786847882734
85	5000	3.22	0.6133748598386691	0.5468558302758867	0.16837724380971697	0.17557075542942105
86	5000	3.21	0.6193021572369141	0.5554948403040009	0.21708814188133665	0.23188449111232465
87	5000	3.3	0.6342498622429595	0.5627278521054146	0.20532879771805315	0.21990965173081128
88	5000	3.2	0.60354504185837	0.5322485369113129	0.22011725337328858	0.23446556541666064
89	5000	3.2	0.6075614688602545	0.5334247169070486	0.1560143578884834	0.16795795246337797
90	5000	3.3	0.6431508831794572	0.5449543684105667	0.19061588770036544	0.20531206797595783
91	5000	3.09	0.5835832908812083	0.551278302013196	0.2241660704273751	0.23153495509096686
92	5000	3.31	0.6523224294606347	0.56178294672994	0.13242566180450874	0.14729119720009037
93	5000	3.19	0.6094303078906449	0.5263501602610782	0.21975149959218282	0.23580002575450434
94	5000	3.19	0.6157974095211545	0.5456077046489112	0.2104318083676876	0.22216746488627878
95	5000	3.29	0.6461978516573834	0.5492451825554855		
96	5000	3.29	0.6333447263573558	0.5502250412740727		
97	5000	3.19	0.624982940958906	0.5567152945343458		
98	5000	3.29	0.6395177205536063	0.5380239943049353	0.18395080246202175	0.20031629376071583
99	5000	3.19	0.6290283552847021	0.5579246802060384	0.20532089193201405	0.21842883076651465
