	n train	train time	train score	test score
0	50	0.0	0.8033431661750245	0.564949324527025
1	50	0.0	0.7879684418145957	0.6125678292945753
2	50	0.0	0.7990430622009569	0.5923114399610244
3	50	0.0	0.7580803134182175	0.558792788554999
4	50	0.12	0.572926596758818	0.5717934533480852
5	500	0.0	0.6392841721441251	0.624361906636171
6	500	0.0	0.6479521971866052	0.6156448972930681
7	500	0.0	0.6563539523525679	0.6255006947927741
8	500	0.0	0.6071466267499545	0.6114659407542161
9	500	0.0	0.6459689677918949	0.6100712552589453
10	1000	0.01	0.6349007978878298	0.63479999808002
11	1000	0.01	0.6308434592701628	0.6170533826448205
12	1000	0.81	0.5500277519928802	0.5662975105058907
13	1000	0.01	0.5884149843231077	0.595700804711631
14	1000	0.01	0.6297087788474914	0.6080306764809646
15	2000	2.43	0.6303761969986496	0.6263838856075897
16	2000	0.02	0.624660392936173	0.6133889207552241
17	2000	2.54	0.6209062930745529	0.6192019602996128
18	2000	0.02	0.5889734658023869	0.6012783467051943
19	2000	0.02	0.6205926017013854	0.6104429513933055
20	5000	0.06	0.629852318220017	0.622328527783311
21	5000	0.06	0.6217700534898392	0.6175057779399095
22	5000	0.06	0.6253958427102572	0.6196045561126164
23	5000	0.05	0.6078691592381953	0.6089672667404259
24	5000	0.05	0.6186064145511686	0.6144890093143032
