	n train	train time	train C	test C	train brier	test brier
0	100	0.48	0.7824787307426995	0.6253746015911386	0.06212379909687004	0.08600649733838595
1	100	0.43	0.7414814814814815	0.5686839747457122	0.17993862349565978	0.2243142010472356
2	100	0.49	0.8204071740184198	0.5924398561576343	0.15524801054447493	0.21842470101320288
3	100	0.45	0.7457825679475164	0.5774081779715393	0.17356098969490003	0.22539163095001352
4	100	0.45	0.7804511278195488	0.574632598656457	0.17303751870984668	0.22269806532242728
5	100	0.44	0.7692852087756546	0.547433663364037		
6	100	0.5	0.8294089380105718	0.5722884535319828	0.13721876689741114	0.22852469635987138
7	100	0.46	0.7945141794514179	0.5712444176306192		
8	100	0.46	0.7790782735918069	0.5632254322035719	0.09158832953843128	0.11995363678021854
9	100	0.5	0.8467240554758488	0.6243816642210988	0.12613853974351397	0.20917505671727288
10	100	0.43	0.7479579929988331	0.5576969195134258	0.13612678041693838	0.14326276502660004
11	100	0.49	0.8144774688398849	0.5947253541041121	0.14282720963763862	0.21454875674111623
12	100	0.4	0.6113161131611317	0.6010081507964112	0.2069298909015563	0.21637218056429217
13	100	0.5	0.8182923862807103	0.6044091064550801	0.08956469967084986	0.12998485030370505
14	100	0.56	0.8795267986479961	0.6191760013424977	0.10451351161520273	0.13468556597564535
15	100	0.45	0.7632406287787182	0.5988492378479854	0.0839348776903398	0.08633795004370182
16	100	0.48	0.7803587856485741	0.5886614681653246	0.15912593211254436	0.2158329688482027
17	100	0.48	0.7957799547852299	0.599080923234328	0.1563288984537101	0.20800978875430434
18	100	0.47	0.8115031416143065	0.5890481911410244	0.12013724790557177	0.11739200117044062
19	100	0.51	0.8306701645599809	0.5835266464324225	0.1341257348417254	0.19434844162660775
20	500	0.82	0.7577553022869651	0.6589306587123286		
21	500	0.65	0.7078484438430311	0.6076347012448879	0.17790781669289907	0.21501136589840922
22	500	0.7	0.789623442262433	0.6486064327244285	0.1542504631541807	0.19990519786549088
23	500	0.7	0.7689834631267324	0.6378031580053688	0.15393237939071192	0.20596677443055966
24	500	0.68	0.7597533567682822	0.634082836525927	0.1598385188714049	0.20831795427958213
25	500	0.68	0.7550079840891923	0.6343017472794387		
26	500	0.66	0.732642827014107	0.615572974219049	0.11372786703006632	0.11562845865847138
27	500	0.76	0.7830647369265774	0.6478994729302627	0.10882862258228854	0.12278926574040397
28	500	0.69	0.7563018781318135	0.6189257346720375	0.15995324760601656	0.20910979033997373
29	500	1.36	0.7649648459630906	0.6468847606178973	0.15592400539725537	0.2012987875883301
30	500	1.28	0.786717654067142	0.6372799787244297	0.14017985298941316	0.17852153477906413
31	500	0.66	0.7361403241617573	0.6444999689344156	0.17176336459663377	0.2026426191540445
32	500	0.68	0.7619075011504832	0.6365265657199696	0.10031249572168426	0.09937543847862602
33	500	0.75	0.834169895223009	0.6444140304953713	0.12933956947076622	0.20388505147425828
34	500	0.74	0.7987996180602919	0.64262209790827	0.13968595232230951	0.20463317458853367
35	500	0.66	0.7373118487070629	0.641423605082678	0.13423614423310068	0.1465105101034409
36	500	0.72	0.7886332320353348	0.6412941167589827	0.15045008983850242	0.2038380281105601
37	500	0.72	0.7787439147828602	0.639324500642506	0.14315219300271204	0.18287596513121865
38	500	0.72	0.7858486800843834	0.6324944270664276	0.15405435040544477	0.194096628944671
39	500	0.7	0.780356004604656	0.6166094614737397	0.1580378364946529	0.21043448725394803
40	1000	1.27	0.7895619209079457	0.6711466916894626	0.1393744360574812	0.15635787110249133
41	1000	0.95	0.7377767538802232	0.6515463402709267	0.10172173367485852	0.11023494963657558
42	1000	1.01	0.784333987314044	0.6577884904042184	0.15118218026539684	0.19835659869919325
43	1000	0.95	0.7367965553233427	0.6591559567822558	0.1495985146037209	0.16890626682349247
44	1000	0.98	0.7506588461392092	0.6667272493950921	0.08975082800013777	0.08412743518874118
45	1000	0.98	0.7544224492573341	0.6539746818390594	0.13452646452117215	0.15578299319066838
46	1000	0.98	0.7422246956259271	0.6501364853384959	0.16988064737562555	0.20079866494655477
47	1000	0.97	0.7418438710896891	0.6551063981748534	0.09842859579486629	0.0992380499352992
48	1000	0.98	0.7539503492542949	0.6459998269617917	0.16390869515427423	0.2000807488671057
49	1000	0.92	0.7262768918309012	0.6485083003176819	0.17598797095245888	0.20245238870237747
50	1000	1.1	0.7302447894543423	0.6529556145382289	0.08957432631385101	0.0867514066570026
51	1000	0.98	0.7422481402422375	0.6359859664851701	0.1390445751748212	0.15931804944553857
52	1000	1.01	0.7836933481734594	0.6579708192546234	0.13610446259251904	0.1681140210033769
53	1000	1.04	0.787800347817857	0.6530653602475491	0.035542509136559854	0.03730350098550012
54	1000	0.95	0.7054016330013814	0.6259093941746513	0.1757342780992194	0.200689253614734
55	1000	0.95	0.7484725391173186	0.6487196624245208		
56	1000	1.03	0.7827360007155282	0.6564041847374493	0.1499055307476781	0.19923538252819323
57	1000	1.06	0.7752174726629786	0.6460619581305602	0.15034199851814528	0.20356433417997263
58	1000	1.0	0.7534899922935053	0.6571602107349885		
59	1000	1.03	0.7583500502710789	0.6529788411433761	0.15624015619527742	0.18922954846618464
