"n.train","train.C","test.C"
100,0.586870897155361,0.51102109390392
100,0.688115561391989,0.552590300840536
100,0.601711652402897,0.498337923829424
100,0.621921455513645,0.548547725010311
100,0.638241758241758,0.521740636651409
100,0.583241939021715,0.506884145708652
100,0.616396317404647,0.528524655438436
100,0.59159626500667,0.547064148263003
100,0.633586132177681,0.526710779397271
100,0.631346578366446,0.536340987751056
100,0.646136865342163,0.520344342176502
100,0.60872424375274,0.540589314756351
100,0.589771972548151,0.526206994867896
100,0.602510460251046,0.542083197576443
100,0.591440547099051,0.539287517313692
100,0.61949474625531,0.545595110916963
100,0.635132182652392,0.563473069413005
100,0.594348019581664,0.53911894082212
100,0.571680246641709,0.49367055715554
100,0.584392810170978,0.546800950431286
500,0.567213453896613,0.551676059295888
500,0.607969396409964,0.544505143821465
500,0.583423109739806,0.548424697156771
500,0.585951349434889,0.56012187406203
500,0.556654255779721,0.553140169837221
500,0.563181365545309,0.5407427266752
500,0.587634871366841,0.538269109668931
500,0.607447620369086,0.563892726745118
500,0.589252566415997,0.537005197139619
500,0.55825263722665,0.545126721053509
500,0.592138187800338,0.558785056848944
500,0.587675065190737,0.55979466172672
500,0.574500502094948,0.53349259560056
500,0.5788451411849,0.558609216508326
500,0.571035090142985,0.53557235505042
500,0.574616276453996,0.563939985035185
500,0.578160117802062,0.569175407371568
500,0.587007802576665,0.560900561225595
500,0.564506250053917,0.55442064918473
500,0.575387930285496,0.546627829978403
1000,0.567454358307601,0.569357873246054
1000,0.597542949545815,0.558256617734555
1000,0.56661732130315,0.561494659770849
1000,0.577872471195215,0.560726493788612
1000,0.565433548300446,0.552507935408159
1000,0.563150421132486,0.551157591586813
1000,0.586342051543206,0.536193841712669
1000,0.594410799105138,0.55932555752381
1000,0.57729528106982,0.540248524872025
1000,0.559475718877595,0.540877794107779
1000,0.571832915057497,0.563965349214943
1000,0.588564590609487,0.567241544255138
1000,0.566197287144245,0.534812341241727
1000,0.572934894007228,0.551413202258707
1000,0.567391140046859,0.534972578564247
1000,0.563620775725479,0.561228152883322
1000,0.565041923852198,0.575629417151941
1000,0.578072426204028,0.555383648616438
1000,0.567712205834039,0.552092852038717
1000,0.578721357506846,0.55051654815129
2000,0.561665030668192,0.572038182499183
2000,0.57488529298734,0.554931253448145
2000,0.564340654970874,0.563240919020195
2000,0.571516680866377,0.5617673034608
2000,0.582188148352203,0.555710246095086
2000,0.567403968835682,0.551987840315495
2000,0.582613619735556,0.540779339939278
2000,0.578004860007816,0.554061077496784
2000,0.562643631202419,0.541761643633395
2000,0.573025815836898,0.543644033861545
2000,0.576444730265461,0.565171629669735
2000,0.569670938352768,0.564258442699229
2000,0.569826713530986,0.538914136614194
2000,0.565862129160886,0.560788519174627
2000,0.573205452064787,0.539281044905568
2000,0.573793743099325,0.557912970515854
2000,0.56781363974124,0.580392165333241
2000,0.572619808202744,0.567357905913454
2000,0.557826384474422,0.560145947467573
2000,0.579332342443015,0.551124633742042
5000,0.557892398228585,0.582107744967925
5000,0.567576810877416,0.558185220843565
5000,0.57575453986851,0.567264438477279
5000,0.571892574664625,0.559905938445393
5000,0.571800933934125,0.556446409471391
5000,0.56679850338321,0.562242709378351
5000,0.570596379400391,0.540974099184392
5000,0.575672130243739,0.559277915170625
5000,0.56295426057429,0.545606311246575
5000,0.566679636761062,0.545012002190481
5000,0.575159487523199,0.563679480238224
5000,0.57258056753239,0.567595950635322
5000,0.562805672514473,0.539248932971609
5000,0.571440330409032,0.563373474218418
5000,0.573288974116756,0.539516209067412
5000,0.5733467269814,0.556639231171797
5000,0.56278165941857,0.588721034715142
5000,0.565165372873178,0.56675767622267
5000,0.557734514341567,0.56317533184643
5000,0.57738015484313,0.552446841200937
10000,0.565619525627329,0.582644672831234
10000,0.572298013692458,0.558808320983114
10000,0.572043403875842,0.567862354190591
10000,0.572735694814618,0.557113890922283
10000,0.568102902618556,0.55584015727914
10000,0.566488312654878,0.563034040197876
10000,0.566269012475903,0.547070063556434
10000,0.572230175934102,0.55995140479975
10000,0.564076598591439,0.545315410365623
10000,0.566683886789528,0.54408342875201
10000,0.568531267846746,0.563525717379534
10000,0.570292908606752,0.566065262956488
10000,0.56400613923638,0.541672426603999
10000,0.56912154791982,0.561778915138817
10000,0.570782409105455,0.542223833132689
10000,0.571754239180899,0.557041464648868
10000,0.568360855221984,0.588247999861762
10000,0.564593759740441,0.566354633903226
10000,0.561317193335445,0.565282258937658
10000,0.568968172583704,0.552637273699108
