"n.train","train.C","test.C"
100,0.5,0.5
100,0.678048780487805,0.523265641775362
100,0.977832512315271,0.538699205194224
100,0.596491228070175,0.454318727834344
100,0.881612090680101,0.52281631451412
100,0.983132530120482,0.509577051734409
100,1,0.547214557726951
100,0.881188118811881,0.553364688856729
100,0.846153846153846,0.521288889895992
100,0.9725,0.538575667655786
100,0.706787579005221,0.564904775990352
100,0.718637346791637,0.558695205244763
100,0.740276263177027,0.538318593977387
100,0.84671267707955,0.583297105594326
100,0.720036429872495,0.569875670901556
100,0.724369296833065,0.578334784401778
100,0.737180648668237,0.569151483364878
100,0.885040665265467,0.543641461649783
100,0.837496593696067,0.553352518637692
100,0.664541977781825,0.557795023967131
500,0.699406307140116,0.558988827959681
500,0.730534058347059,0.564109007012815
500,0.786388352132297,0.568857046904735
500,0.678990385697881,0.609198032261755
500,0.671615700696951,0.567701610163734
500,0.698237589129557,0.589630206662695
500,0.71749090419081,0.571545846350307
500,0.74395406439991,0.591579232995658
500,0.68442323499863,0.581835897668306
500,0.692454525039299,0.595206573841589
500,0.719525083762452,0.560809119661426
500,0.682317246928273,0.576741211138269
500,0.714159956938121,0.580521661256017
500,0.672669568880775,0.603340578881135
500,0.671079962847252,0.572027085173359
500,0.691306657718871,0.607913669064748
500,0.680028768475104,0.586345289945956
500,0.679229700395641,0.597707127351664
500,0.687742920992334,0.603589313634407
500,0.676898241051109,0.58703492353344
1000,0.665579802591822,0.582834649252543
1000,0.668023073827304,0.590606939717203
1000,0.660054341744218,0.603783723273256
1000,0.668023262079147,0.615261411737787
1000,0.667723486428658,0.584324116221664
1000,0.669524467439684,0.613412454749576
1000,0.650358294293606,0.591704102341915
1000,0.663657471505395,0.61235980463097
1000,0.669073652880575,0.624549636310077
1000,0.662535610113227,0.593791371832915
1000,0.667812948453313,0.586725522765023
1000,0.658858001696916,0.594216140895904
1000,0.658028283208357,0.603022500839584
1000,0.663629749038745,0.615009724287839
1000,0.659129732194283,0.586860520415789
1000,0.664778540315196,0.619071621683545
1000,0.659951392745232,0.581875812373156
1000,0.66252827901951,0.616294319826339
1000,0.653610197617549,0.618930003852167
1000,0.652090414319251,0.589477288290345
2000,0.5,0.5
2000,0.678048780487805,0.523265641775362
2000,0.977832512315271,0.538699205194224
2000,0.596491228070175,0.454318727834344
2000,0.881612090680101,0.52281631451412
2000,0.983132530120482,0.509577051734409
2000,1,0.547214557726951
2000,0.881188118811881,0.553364688856729
2000,0.846153846153846,0.521288889895992
2000,0.9725,0.538575667655786
2000,0.706787579005221,0.564904775990352
2000,0.718637346791637,0.558695205244763
2000,0.740276263177027,0.538318593977387
2000,0.84671267707955,0.583297105594326
2000,0.720036429872495,0.569875670901556
2000,0.724369296833065,0.578334784401778
2000,0.737180648668237,0.569151483364878
2000,0.885040665265467,0.543641461649783
2000,0.837496593696067,0.553352518637692
2000,0.664541977781825,0.557795023967131
5000,0.699406307140116,0.558988827959681
5000,0.730534058347059,0.564109007012815
5000,0.786388352132297,0.568857046904735
5000,0.678990385697881,0.609198032261755
5000,0.671615700696951,0.567701610163734
5000,0.698237589129557,0.589630206662695
5000,0.71749090419081,0.571545846350307
5000,0.74395406439991,0.591579232995658
5000,0.68442323499863,0.581835897668306
5000,0.692454525039299,0.595206573841589
5000,0.719525083762452,0.560809119661426
5000,0.682317246928273,0.576741211138269
5000,0.714159956938121,0.580521661256017
5000,0.672669568880775,0.603340578881135
5000,0.671079962847252,0.572027085173359
5000,0.691306657718871,0.607913669064748
5000,0.680028768475104,0.586345289945956
5000,0.679229700395641,0.597707127351664
5000,0.687742920992334,0.603589313634407
5000,0.676898241051109,0.58703492353344
10000,0.665579802591822,0.582834649252543
10000,0.668023073827304,0.590606939717203
10000,0.660054341744218,0.603783723273256
10000,0.668023262079147,0.615261411737787
10000,0.667723486428658,0.584324116221664
10000,0.669524467439684,0.613412454749576
10000,0.650358294293606,0.591704102341915
10000,0.663657471505395,0.61235980463097
10000,0.669073652880575,0.624549636310077
10000,0.662535610113227,0.593791371832915
10000,0.667812948453313,0.586725522765023
10000,0.658858001696916,0.594216140895904
10000,0.658028283208357,0.603022500839584
10000,0.663629749038745,0.615009724287839
10000,0.659129732194283,0.586860520415789
10000,0.664778540315196,0.619071621683545
10000,0.659951392745232,0.581875812373156
10000,0.66252827901951,0.616294319826339
10000,0.653610197617549,0.618930003852167
10000,0.652090414319251,0.589477288290345
